longitude,latitude,Address,city,area,pType,subType,,-0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10
89.6257782,23.03613833,"Kalia, Narail", Narail,Kalia,Admin,Upazilla,,,,,,,,,,,,
90.21011353,24.07405146,"Kaliakair, Gazipur", Gazipur,Kaliakair,Admin,Upazilla,,,,,,,,,,,,
90.55492731,23.96426829,"Kaliganj, Gazipur", Gazipur,Kaliganj,Admin,Upazilla,,,,,,,,,,,,
89.13551331,23.41095672,"Kaliganj, Jhenaidah", Jhenaidah,Kaliganj,Admin,Upazilla,,,,,,,,,,,,
89.0222168,22.46941646,"Kaliganj, Satkhira", Satkhira,Kaliganj,Admin,Upazilla,,,,,,,,,,,,
89.19662476,25.98397149,"Kaliganj, Lalmonirhat", Lalmonirhat,Kaliganj,Admin,Upazilla,,,,,,,,,,,,
89.98901367,24.40651263,"Kalihati, Tangail", Tangail,Kalihati,Admin,Upazilla,,,,,,,,,,,,
90.21903992,23.08162681,"Kalkini, Madaripur", Madaripur,Kalkini,Admin,Upazilla,,,,,,,,,,,,
90.85727588,25.07688513,"Kalmakanda, Netrakona", Netrakona,Kalmakanda,Admin,Upazilla,,,,,,,,,,,,
89.47418064,23.74098929,"Kalukhali, Rajbari", Rajbari,Kalukhali,Admin,Upazilla,,,,,,,,,,,,
91.85922101,24.31567868,"Kamalganj, Maulvibazar", Maulvibazar,Kamalganj,Admin,Upazilla,,,,,,,,,,,,
90.86531899,22.76753688,"Kamalnagar, Lakshmipur", Lakshmipur,Kamalnagar,Admin,Upazilla,,,,,,,,,,,,
89.64354718,24.3750037,"Kamarkhanda, Sirajganj", Sirajganj,Kamarkhanda,Admin,Upazilla,,,,,,,,,,,,
92.21807181,24.99353314,"Kanaighat, Sylhet", Sylhet,Kanaighat,Admin,Upazilla,,,,,,,,,,,,
90.10231872,22.42027465,"Kanthalia, Jhalokati", Jhalokati,Kanthalia,Admin,Upazilla,,,,,,,,,,,,
90.55892944,24.12106187,"Kapasia, Gazipur", Gazipur,Kapasia,Admin,Upazilla,,,,,,,,,,,,
92.19350177,22.45980354,"Kaptai, Rangamati", Rangamati,Kaptai,Admin,Upazilla,,,,,,,,,,,,
90.85830688,24.47590014,"Karimganj, Kishoreganj", Kishoreganj,Karimganj,Admin,Upazilla,,,,,,,,,,,,
91.12060547,23.74449735,"Kasba, Brahamanbaria", Brahamanbaria,Kasba,Admin,Upazilla,,,,,,,,,,,,
89.79627085,23.19072359,"Kashiani, Gopalganj", Gopalganj,Kashiani,Admin,Upazilla,,,,,,,,,,,,
90.7951355,24.25885937,"Katiadi, Kishoreganj", Kishoreganj,Katiadi,Admin,Upazilla,,,,,,,,,,,,
89.41223145,25.78505344,"Kaunia, Rangpur", Rangpur,Kaunia,Admin,Upazilla,,,,,,,,,,,,
90.05355835,22.63175763,"Kawkhali, Pirojpur", Pirojpur,Kawkhali,Admin,Upazilla,,,,,,,,,,,,
92.00958156,22.62078337,"Kawkhali (Betbunia), Rangamati", Rangamati,Kawkhali (Betbunia),Admin,Upazilla,,,,,,,,,,,,
89.68730306,24.67022252,"Kazipur, Sirajganj", Sirajganj,Kazipur,Admin,Upazilla,,,,,,,,,,,,
90.8028899,24.67732171,"Kendua, Netrakona", Netrakona,Kendua,Admin,Upazilla,,,,,,,,,,,,
89.2199707,22.91159835,"Keshabpur, Jessore", Jessore,Keshabpur,Admin,Upazilla,,,,,,,,,,,,
91.990242,23.11257545,"Khagrachhari Sadar, Khagrachhari", Khagrachhari,Khagrachhari Sadar,Admin,Upazilla,,,,,,,,,,,,
91.12130828,24.70235966,"Khaliajuri, Netrakona", Netrakona,Khaliajuri,Admin,Upazilla,,,,,,,,,,,,
89.53634112,22.84975502,"Khalishpur, Khulna", Khulna,Khalishpur,Admin,Upazilla,,,,,,,,,,,,
89.49043014,22.91676135,"Khan Jahan Ali, Khulna", Khulna,Khan Jahan Ali,Admin,Upazilla,,,,,,,,,,,,
88.72970581,25.93211215,"Khansama, Dinajpur", Dinajpur,Khansama,Admin,Upazilla,,,,,,,,,,,,
89.10839081,25.03926023,"Khetlal, Joypurhat", Joypurhat,Khetlal,Admin,Upazilla,,,,,,,,,,,,
89.26940918,23.81173173,"Khoksa, Kushtia", Kushtia,Khoksa,Admin,Upazilla,,,,,,,,,,,,
89.56535339,22.82080802,"Khulna Sadar, Khulna", Khulna,Khulna Sadar,Admin,Upazilla,,,,,,,,,,,,
91.81416035,22.35979987,"Khulshi, Chittagong", Chittagong,Khulshi,Admin,Upazilla,,,,,,,,,,,,
89.03286574,25.89602858,"Kishoreganj, Nilphamari", Nilphamari,Kishoreganj,Admin,Upazilla,,,,,,,,,,,,
90.78334692,24.4237796,"Kishoreganj Sadar, Kishoreganj", Kishoreganj,Kishoreganj Sadar,Admin,Upazilla,,,,,,,,,,,,
90.00343323,22.99379497,"Kotali Para, Gopalganj", Gopalganj,Kotali Para,Admin,Upazilla,,,,,,,,,,,,
89.01397705,23.42166832,"Kotchandpur, Jhenaidah", Jhenaidah,Kotchandpur,Admin,Upazilla,,,,,,,,,,,,
91.82561874,22.34301055,"Kotwali, Chittagong", Chittagong,Kotwali,Admin,Upazilla,,,,,,,,,,,,
89.2193075,23.18195557,"Kotwali, Jessore", Jessore,Kotwali,Admin,Upazilla,,,,,,,,,,,,
89.38217953,22.14554817,"Koyra, Khulna", Khulna,Koyra,Admin,Upazilla,,,,,,,,,,,,
92.01234154,24.49029207,"Kulaura, Maulvibazar", Maulvibazar,Kulaura,Admin,Upazilla,,,,,,,,,,,,
90.93383789,24.15677823,"Kuliar Char, Kishoreganj", Kishoreganj,Kuliar Char,Admin,Upazilla,,,,,,,,,,,,
89.2364502,23.87076873,"Kumarkhali, Kushtia", Kushtia,Kumarkhali,Admin,Upazilla,,,,,,,,,,,,
89.6333313,25.82090813,"Kurigram Sadar, Kurigram", Kurigram,Kurigram Sadar,Admin,Upazilla,,,,,,,,,,,,
89.08963001,23.82225798,"Kushtia Sadar, Kushtia", Kushtia,Kushtia Sadar,Admin,Upazilla,,,,,,,,,,,,
91.24969482,24.29453714,"Lakhai, Habiganj", Habiganj,Lakhai,Admin,Upazilla,,,,,,,,,,,,
91.12163544,23.23850691,"Laksam, Comilla", Comilla,Laksam,Admin,Upazilla,,,,,,,,,,,,
91.92905979,22.78495761,"Lakshmichhari, Khagrachhari", Khagrachhari,Lakshmichhari,Admin,Upazilla,,,,,,,,,,,,
90.82706451,22.9473284,"Lakshmipur Sadar, Lakshmipur", Lakshmipur,Lakshmipur Sadar,Admin,Upazilla,,,,,,,,,,,,
90.72784424,22.34563029,"Lalmohan, Bhola", Bhola,Lalmohan,Admin,Upazilla,,,,,,,,,,,,
89.44450378,25.92161402,"Lalmonirhat Sadar, Lalmonirhat", Lalmonirhat,Lalmonirhat Sadar,Admin,Upazilla,,,,,,,,,,,,
88.95492554,24.19060558,"Lalpur, Natore", Natore,Lalpur,Admin,Upazilla,,,,,,,,,,,,
92.20760567,21.81797369,"Lama, Bandarban", Bandarban,Lama,Admin,Upazilla,,,,,,,,,,,,
92.20883111,22.95058175,"Langadu, Rangamati", Rangamati,Langadu,Admin,Upazilla,,,,,,,,,,,,
92.0942688,22.0436404,"Lohagara, Chittagong", Chittagong,Lohagara,Admin,Upazilla,,,,,,,,,,,,
89.65092659,23.18896907,"Lohagara, Narail", Narail,Lohagara,Admin,Upazilla,,,,,,,,,,,,
90.34135049,23.47058112,"Lohajang, Munshiganj", Munshiganj,Lohajang,Admin,Upazilla,,,,,,,,,,,,
90.9475708,24.72126155,"Madan, Netrakona", Netrakona,Madan,Admin,Upazilla,,,,,,,,,,,,
89.74082342,24.88189278,"Madarganj, Jamalpur", Jamalpur,Madarganj,Admin,Upazilla,,,,,,,,,,,,
90.2066803,23.17382008,"Madaripur Sadar, Madaripur", Madaripur,Madaripur Sadar,Admin,Upazilla,,,,,,,,,,,,
91.34146541,24.1204737,"Madhabpur, Habiganj", Habiganj,Madhabpur,Admin,Upazilla,,,,,,,,,,,,
89.61204469,23.54092629,"Madhukhali, Faridpur", Faridpur,Madhukhali,Admin,Upazilla,,,,,,,,,,,,
90.06022788,24.65019177,"Madhupur, Tangail", Tangail,Madhupur,Admin,Upazilla,,,,,,,,,,,,
89.41772461,23.4922172,"Magura Sadar, Magura", Magura,Magura Sadar,Admin,Upazilla,,,,,,,,,,,,
88.75305176,24.92131319,"Mahadebpur, Naogaon", Naogaon,Mahadebpur,Admin,Upazilla,,,,,,,,,,,,
92.03041077,22.93341693,"Mahalchhari, Khagrachhari", Khagrachhari,Mahalchhari,Admin,Upazilla,,,,,,,,,,,,
88.8578449,23.31967934,"Maheshpur, Jhenaidah", Jhenaidah,Maheshpur,Admin,Upazilla,,,,,,,,,,,,
88.712988,24.74434348,"Manda, Naogaon", Naogaon,Manda,Admin,Upazilla,,,,,,,,,,,,
91.83677673,22.841692,"Manikchhari, Khagrachhari", Khagrachhari,Manikchhari,Admin,Upazilla,,,,,,,,,,,,
90.00823975,23.85946585,"Manikganj Sadar, Manikganj", Manikganj,Manikganj Sadar,Admin,Upazilla,,,,,,,,,,,,
89.23748016,23.02539575,"Manirampur, Jessore", Jessore,Manirampur,Admin,Upazilla,,,,,,,,,,,,
90.73048334,24.16077909,"Manohardi, Narsingdi", Narsingdi,Manohardi,Admin,Upazilla,,,,,,,,,,,,
91.06189728,23.1684544,"Manoharganj, Comilla", Comilla,Manoharganj,Admin,Upazilla,,,,,,,,,,,,
90.95581055,22.19948471,"Monpura, Bhola", Bhola,Manpura,Admin,Upazilla,,,,,,,,,,,,
89.9505855,22.28518498,"Mathbaria, Pirojpur", Pirojpur,Mathbaria,Admin,Upazilla,,,,,,,,,,,,
88.64697529,24.36767389,"Matihar, Rajshahi", Rajshahi,Matihar,Admin,Upazilla,,,,,,,,,,,,
91.8724823,23.04498451,"Matiranga, Khagrachhari", Khagrachhari,Matiranga,Admin,Upazilla,,,,,,,,,,,,
90.74691977,23.34977277,"Matlab Dakshin, Chandpur", Chandpur,Matlab Dakshin,Admin,Upazilla,,,,,,,,,,,,
90.64198024,23.41360857,"Matlab Uttar, Chandpur", Chandpur,Matlab Uttar,Admin,Upazilla,,,,,,,,,,,,
91.71231676,24.49952455,"Maulvi Bazar Sadar, Maulvibazar", Maulvibazar,Maulvi Bazar Sadar,Admin,Upazilla,,,,,,,,,,,,
90.7106781,23.63886305,"Meghna, Comilla", Comilla,Meghna,Admin,Upazilla,,,,,,,,,,,,
90.50760706,22.81922407,"Mehendiganj, Barisal", Barisal,Mehendiganj,Admin,Upazilla,,,,,,,,,,,,
88.66110477,23.76629979,"Meherpur Sadar, Meherpur", Meherpur,Meherpur Sadar,Admin,Upazilla,,,,,,,,,,,,
89.82627869,24.98605802,"Melandaha, Jamalpur", Jamalpur,Melandaha,Admin,Upazilla,,,,,,,,,,,,
88.98965985,23.89599287,"Mirpur, Kushtia", Kushtia,Mirpur,Admin,Upazilla,,,,,,,,,,,,
91.57241821,22.77744771,"Mirsharai, Chittagong", Chittagong,Mirsharai,Admin,Upazilla,,,,,,,,,,,,
90.21663023,22.35679305,"Mirzaganj, Patuakhali", Patuakhali,Mirzaganj,Admin,Upazilla,,,,,,,,,,,,
90.10718555,24.11593039,"Mirzapur, Tangail", Tangail,Mirzapur,Admin,Upazilla,,,,,,,,,,,,
89.2719841,25.57325947,"Mitha Pukur, Rangpur", Rangpur,Mitha Pukur,Admin,Upazilla,,,,,,,,,,,,
91.0697937,24.41839248,"Mithamain, Kishoreganj", Kishoreganj,Mithamain,Admin,Upazilla,,,,,,,,,,,,
89.58286285,23.40055933,"Mohammadpur, Magura", Magura,Mohammadpur,Admin,Upazilla,,,,,,,,,,,,
90.96817017,24.88643649,"Mohanganj, Netrakona", Netrakona,Mohanganj,Admin,Upazilla,,,,,,,,,,,,
88.64033495,24.55361138,"Mohanpur, Rajshahi", Rajshahi,Mohanpur,Admin,Upazilla,,,,,,,,,,,,
89.77330485,22.88268455,"Mollahat, Bagerhat", Bagerhat,Mollahat,Admin,Upazilla,,,,,,,,,,,,
89.65444499,22.12705444,"Mongla, Bagerhat", Bagerhat,Mongla,Admin,Upazilla,,,,,,,,,,,,
89.83364663,22.48381803,"Morrelganj, Bagerhat", Bagerhat,Morrelganj,Admin,Upazilla,,,,,,,,,,,,
88.62138689,23.66837762,"Mujib Nagar, Meherpur", Meherpur,Mujib Nagar,Admin,Upazilla,,,,,,,,,,,,
89.86829371,23.31804054,"Muksudpur, Gopalganj", Gopalganj,Muksudpur,Admin,Upazilla,,,,,,,,,,,,
90.259552,24.76740801,"Muktagachha, Mymensingh", Mymensingh,Muktagachha,Admin,Upazilla,,,,,,,,,,,,
90.41061401,22.91665804,"Muladi, Barisal", Barisal,Muladi,Admin,Upazilla,,,,,,,,,,,,
90.53300858,23.54749987,"Munshiganj Sadar, Munshiganj", Munshiganj,Munshiganj Sadar,Admin,Upazilla,,,,,,,,,,,,
90.93194962,23.63886305,"Muradnagar, Comilla", Comilla,Muradnagar,Admin,Upazilla,,,,,,,,,,,,
90.4133606,24.75556123,"Mymensingh Sadar, Mymensingh", Mymensingh,Mymensingh Sadar,Admin,Upazilla,,,,,,,,,,,,
91.54450071,24.56961534,"Nabiganj, Habiganj", Habiganj,Nabiganj,Admin,Upazilla,,,,,,,,,,,,
90.95443726,23.88458202,"Nabinagar, Brahamanbaria", Brahamanbaria,Nabinagar,Admin,Upazilla,,,,,,,,,,,,
88.42071533,24.73435891,"Nachole, Nawabganj", Nawabganj,Nachole,Admin,Upazilla,,,,,,,,,,,,
89.89428164,23.4372444,"Nagarkanda, Faridpur", Faridpur,Nagarkanda,Admin,Upazilla,,,,,,,,,,,,
89.87411245,24.04770487,"Nagarpur, Tangail", Tangail,Nagarpur,Admin,Upazilla,,,,,,,,,,,,
89.68551636,25.97532985,"Nageshwari, Kurigram", Kurigram,Nageshwari,Admin,Upazilla,,,,,,,,,,,,
92.22875138,21.46898982,"Naikhongchhari, Bandarban", Bandarban,Naikhongchhari,Admin,Upazilla,,,,,,,,,,,,
90.18370324,24.95677188,"Nakla, Sherpur", Sherpur,Nakla,Admin,Upazilla,,,,,,,,,,,,
90.26985168,22.64063015,"Nalchity, Jhalokati", Jhalokati,Nalchity,Admin,Upazilla,,,,,,,,,,,,
90.19088745,25.08995197,"Nalitabari, Sherpur", Sherpur,Nalitabari,Admin,Upazilla,,,,,,,,,,,,
90.68389893,24.57959747,"Nandail, Mymensingh", Mymensingh,Nandail,Admin,Upazilla,,,,,,,,,,,,
89.24057007,24.64202436,"Nandigram, Bogra", Bogra,Nandigram,Admin,Upazilla,,,,,,,,,,,,
91.19922638,23.17255759,"Nangalkot, Comilla", Comilla,Nangalkot,Admin,Upazilla,,,,,,,,,,,,
92.10834503,22.86194007,"Naniarchar, Rangamati", Rangamati,Naniarchar,Admin,Upazilla,,,,,,,,,,,,
88.94256592,24.81540708,"Naogaon Sadar, Naogaon", Naogaon,Naogaon Sadar,Admin,Upazilla,,,,,,,,,,,,
89.5035553,23.17950116,"Narail Sadar, Narail", Narail,Narail Sadar,Admin,Upazilla,,,,,,,,,,,,
90.48106838,23.62748029,"Narayanganj Sadar, Narayanganj", Narayanganj,Narayanganj Sadar,Admin,Upazilla,,,,,,,,,,,,
90.42739928,23.30467266,"Naria, Shariatpur", Shariatpur,Naria,Admin,Upazilla,,,,,,,,,,,,
90.70724487,23.91220417,"Narsingdi Sadar, Narsingdi", Narsingdi,Narsingdi Sadar,Admin,Upazilla,,,,,,,,,,,,
91.18752102,24.18223911,"Nasirnagar, Brahamanbaria", Brahamanbaria,Nasirnagar,Admin,Upazilla,,,,,,,,,,,,
88.97827148,24.42714534,"Natore Sadar, Natore", Natore,Natore Sadar,Admin,Upazilla,,,,,,,,,,,,
89.09167072,25.42045018,"Nawabganj, Dinajpur", Dinajpur,Nawabganj,Admin,Upazilla,,,,,,,,,,,,
88.2572937,24.60207474,"Nawabganj Sadar, Nawabganj", Nawabganj,Nawabganj Sadar,Admin,Upazilla,,,,,,,,,,,,
89.95193481,22.73945655,"Nazirpur, Pirojpur", Pirojpur,Nazirpur,Admin,Upazilla,,,,,,,,,,,,
90.08568012,22.7225493,"Nesarabad (Swarupkati), Pirojpur", Pirojpur,Nesarabad (Swarupkati),Admin,Upazilla,,,,,,,,,,,,
90.73737395,24.88675568,"Netrokona Sadar, Netrakona", Netrakona,Netrokona Sadar,Admin,Upazilla,,,,,,,,,,,,
88.55151999,24.82844726,"Niamatpur, Naogaon", Naogaon,Niamatpur,Admin,Upazilla,,,,,,,,,,,,
90.93933105,24.33771261,"Nikli, Kishoreganj", Kishoreganj,Nikli,Admin,Upazilla,,,,,,,,,,,,
88.85487975,25.94166685,"Nilphamari Sadar, Nilphamari", Nilphamari,Nilphamari Sadar,Admin,Upazilla,,,,,,,,,,,,
91.09863281,22.8242889,"Noakhali Sadar (Sudharam), Noakhali", Noakhali,Noakhali Sadar (Sudharam),Admin,Upazilla,,,,,,,,,,,,
88.6435318,24.43777299,"Paba, Rajshahi", Rajshahi,Paba,Admin,Upazilla,,,,,,,,,,,,
89.24468994,24.01636182,"Pabna Sadar, Pabna", Pabna,Pabna Sadar,Admin,Upazilla,,,,,,,,,,,,
91.79265976,22.35110778,"Pahartali, Chittagong", Chittagong,Pahartali,Admin,Upazilla,,,,,,,,,,,,
89.31850433,22.59087327,"Paikgachha, Khulna", Khulna,Paikgachha,Admin,Upazilla,,,,,,,,,,,,
90.6926805,24.32068927,"Pakundia, Kishoreganj", Kishoreganj,Pakundia,Admin,Upazilla,,,,,,,,,,,,
90.64930213,23.95380403,"Palash, Narsingdi", Narsingdi,Palash,Admin,Upazilla,,,,,,,,,,,,
89.35043335,25.28102295,"Palashbari, Gaibandha", Gaibandha,Palashbari,Admin,Upazilla,,,,,,,,,,,,
88.5484314,26.33772997,"Panchagarh Sadar, Panchagarh", Panchagarh,Panchagarh Sadar,Admin,Upazilla,,,,,,,,,,,,
89.01809692,25.18878706,"Panchbibi, Joypurhat", Joypurhat,Panchbibi,Admin,Upazilla,,,,,,,,,,,,
91.91014852,23.31978078,"Panchhari, Khagrachhari", Khagrachhari,Panchhari,Admin,Upazilla,,,,,,,,,,,,
91.83377266,22.36309399,"Panchlaish, Chittagong", Chittagong,Panchlaish,Admin,Upazilla,,,,,,,,,,,,
89.40811157,23.79791067,"Pangsha, Rajbari", Rajbari,Pangsha,Admin,Upazilla,,,,,,,,,,,,
88.9162159,25.65839359,"Parbatipur, Dinajpur", Dinajpur,Parbatipur,Admin,Upazilla,,,,,,,,,,,,
91.43955231,23.21673777,"Parshuram, Feni", Feni,Parshuram,Admin,Upazilla,,,,,,,,,,,,
91.79585551,22.26294647,"Patenga, Chittagong", Chittagong,Patenga,Admin,Upazilla,,,,,,,,,,,,
89.00917053,26.36111159,"Patgram, Lalmonirhat", Lalmonirhat,Patgram,Admin,Upazilla,,,,,,,,,,,,
89.96360779,22.04300395,"Patharghata, Barguna", Barguna,Patharghata,Admin,Upazilla,,,,,,,,,,,,
91.9751358,22.29544968,"Patiya, Chittagong", Chittagong,Patiya,Admin,Upazilla,,,,,,,,,,,,
88.76266479,25.04952466,"Patnitala, Naogaon", Naogaon,Patnitala,Admin,Upazilla,,,,,,,,,,,,
90.32958984,22.37039634,"Patuakhali Sadar, Patuakhali", Patuakhali,Patuakhali Sadar,Admin,Upazilla,,,,,,,,,,,,
89.54956055,25.95125337,"Phulbari, Kurigram", Kurigram,Phulbari,Admin,Upazilla,,,,,,,,,,,,
90.35705566,24.95742508,"Phulpur, Mymensingh", Mymensingh,Phulpur,Admin,Upazilla,,,,,,,,,,,,
89.44656372,22.97356659,"Phultala, Khulna", Khulna,Phultala,Admin,Upazilla,,,,,,,,,,,,
89.42005497,25.66507663,"Pirgachha, Rangpur", Rangpur,Pirgachha,Admin,Upazilla,,,,,,,,,,,,
89.31747437,25.42219112,"Pirganj, Rangpur", Rangpur,Pirganj,Admin,Upazilla,,,,,,,,,,,,
88.36174294,25.85230708,"Pirganj, Thakurgaon", Thakurgaon,Pirganj,Admin,Upazilla,,,,,,,,,,,,
89.96807098,22.58104654,"Pirojpur Sadar, Pirojpur", Pirojpur,Pirojpur Sadar,Admin,Upazilla,,,,,,,,,,,,
88.44818115,25.03583856,"Porsha, Naogaon", Naogaon,Porsha,Admin,Upazilla,,,,,,,,,,,,
90.60974121,24.95368986,"Purbadhala, Netrakona", Netrakona,Purbadhala,Admin,Upazilla,,,,,,,,,,,,
88.83647919,24.36617534,"Puthia, Rajshahi", Rajshahi,Puthia,Admin,Upazilla,,,,,,,,,,,,
90.13183594,22.57470634,"Rajapur, Jhalokati", Jhalokati,Rajapur,Admin,Upazilla,,,,,,,,,,,,
89.54372406,25.79927298,"Rajarhat, Kurigram", Kurigram,Rajarhat,Admin,Upazilla,,,,,,,,,,,,
92.24170233,22.37849123,"Rajasthali, Rangamati", Rangamati,Rajasthali,Admin,Upazilla,,,,,,,,,,,,
89.65409086,23.71747587,"Rajbari Sadar, Rajbari", Rajbari,Rajbari Sadar,Admin,Upazilla,,,,,,,,,,,,
91.86085613,24.56527025,"Rajnagar, Maulvibazar", Maulvibazar,Rajnagar,Admin,Upazilla,,,,,,,,,,,,
90.02059937,23.23125092,"Rajoir, Madaripur", Madaripur,Rajoir,Admin,Upazilla,,,,,,,,,,,,
88.57212067,24.37407183,"Rajpara, Rajshahi", Rajshahi,Rajpara,Admin,Upazilla,,,,,,,,,,,,
90.85762024,23.10120739,"Ramganj, Lakshmipur", Lakshmipur,Ramganj,Admin,Upazilla,,,,,,,,,,,,
91.83119903,22.9349822,"Ramgarh, Khagrachhari", Khagrachhari,Ramgarh,Admin,Upazilla,,,,,,,,,,,,
90.99082947,22.59372606,"Ramgati, Lakshmipur", Lakshmipur,Ramgati,Admin,Upazilla,,,,,,,,,,,,
89.67247009,22.58516751,"Rampal, Bagerhat", Bagerhat,Rampal,Admin,Upazilla,,,,,,,,,,,,
92.19887072,22.63660465,"Rangamati Sadar, Rangamati", Rangamati,Rangamati Sadar,Admin,Upazilla,,,,,,,,,,,,
89.2364502,25.76650366,"Rangpur Sadar, Rangpur", Rangpur,Rangpur Sadar,Admin,Upazilla,,,,,,,,,,,,
92.05032349,22.47100275,"Rangunia, Chittagong", Chittagong,Rangunia,Admin,Upazilla,,,,,,,,,,,,
88.95217896,24.73934801,"Raninagar, Naogaon", Naogaon,Raninagar,Admin,Upazilla,,,,,,,,,,,,
88.2542789,25.9016959,"Ranisankail, Thakurgaon", Thakurgaon,Ranisankail,Admin,Upazilla,,,,,,,,,,,,
91.9169079,22.52077955,"Raozan, Chittagong", Chittagong,Raozan,Admin,Upazilla,,,,,,,,,,,,
89.83177185,25.57960793,"Raumari, Kurigram", Kurigram,Raumari,Admin,Upazilla,,,,,,,,,,,,
92.33992843,22.2093588,"Rowangchhari, Bandarban", Bandarban,Rowangchhari,Admin,Upazilla,,,,,,,,,,,,
89.51566875,24.49221525,"Royganj, Sirajganj", Sirajganj,Royganj,Admin,Upazilla,,,,,,,,,,,,
90.7309685,22.99986038,"Roypur, Lakshmipur", Lakshmipur,Roypur,Admin,Upazilla,,,,,,,,,,,,
90.8751297,23.99283959,"Roypura, Narsingdi", Narsingdi,Roypura,Admin,Upazilla,,,,,,,,,,,,
92.4066925,22.05191402,"Ruma, Bandarban", Bandarban,Ruma,Admin,Upazilla,,,,,,,,,,,,
90.52391052,23.80230844,"Rupganj, Narayanganj", Narayanganj,Rupganj,Admin,Upazilla,,,,,,,,,,,,
89.63615935,22.8200939,"Rupsa, Khulna", Khulna,Rupsa,Admin,Upazilla,,,,,,,,,,,,
90.05249951,23.49585155,"Sadarpur, Faridpur", Faridpur,Sadarpur,Admin,Upazilla,,,,,,,,,,,,
89.47059631,25.39924313,"Sadullapur, Gaibandha", Gaibandha,Sadullapur,Admin,Upazilla,,,,,,,,,,,,
89.56379242,25.12334146,"Saghatta, Gaibandha", Gaibandha,Saghatta,Admin,Upazilla,,,,,,,,,,,,
88.89389992,25.78447381,"Saidpur, Nilphamari", Nilphamari,Saidpur,Admin,Upazilla,,,,,,,,,,,,
90.17440796,24.31456238,"Sakhipur, Tangail", Tangail,Sakhipur,Admin,Upazilla,,,,,,,,,,,,
89.79964713,23.42003915,"Saltha, Faridpur", Faridpur,Saltha,Admin,Upazilla,,,,,,,,,,,,
91.45345287,22.52477439,"Sandwip, Chittagong", Chittagong,Sandwip,Admin,Upazilla,,,,,,,,,,,,
89.54681396,24.069036,"Santhia, Pabna", Pabna,Santhia,Admin,Upazilla,,,,,,,,,,,,
88.58001709,25.13533902,"Sapahar, Naogaon", Naogaon,Sapahar,Admin,Upazilla,,,,,,,,,,,,
91.11099243,24.07843983,"Sarail, Brahamanbaria", Brahamanbaria,Sarail,Admin,Upazilla,,,,,,,,,,,,
89.80815371,22.11054766,"Sarankhola, Bagerhat", Bagerhat,Sarankhola,Admin,Upazilla,,,,,,,,,,,,
89.55230713,24.90512166,"Sariakandi, Bogra", Bogra,Sariakandi,Admin,Upazilla,,,,,,,,,,,,
89.82559204,24.76429055,"Sarishabari, Jamalpur", Jamalpur,Sarishabari,Admin,Upazilla,,,,,,,,,,,,
92.08087921,22.10218173,"Satkania, Chittagong", Chittagong,Satkania,Admin,Upazilla,,,,,,,,,,,,
89.07577515,22.72425713,"Satkhira Sadar, Satkhira", Satkhira,Satkhira Sadar,Admin,Upazilla,,,,,,,,,,,,
90.00164673,23.95754005,"Saturia, Manikganj", Manikganj,Saturia,Admin,Upazilla,,,,,,,,,,,,
91.22909546,22.98620968,"Senbagh, Noakhali", Noakhali,Senbagh,Admin,Upazilla,,,,,,,,,,,,
90.38319134,23.57311295,"Serajdikhan, Munshiganj", Munshiganj,Serajdikhan,Admin,Upazilla,,,,,,,,,,,,
88.60879183,24.40383561,"Shah Makhdum, Rajshahi", Rajshahi,Shah Makhdum,Admin,Upazilla,,,,,,,,,,,,
89.59213257,24.18183639,"Shahjadpur, Sirajganj", Sirajganj,Shahjadpur,Admin,Upazilla,,,,,,,,,,,,
90.9569688,23.20868213,"Shahrasti, Chandpur", Chandpur,Shahrasti,Admin,Upazilla,,,,,,,,,,,,
89.25567627,23.69860723,"Shailkupa, Jhenaidah", Jhenaidah,Shailkupa,Admin,Upazilla,,,,,,,,,,,,
89.37494045,24.76007855,"Shajahanpur, Bogra", Bogra,Shajahanpur,Admin,Upazilla,,,,,,,,,,,,
89.37618256,23.30347771,"Shalikha, Magura", Magura,Shalikha,Admin,Upazilla,,,,,,,,,,,,
90.3440094,23.21989294,"Shariatpur Sadar, Shariatpur", Shariatpur,Shariatpur Sadar,Admin,Upazilla,,,,,,,,,,,,
88.95664215,23.05604143,"Sharsha, Jessore", Jessore,Sharsha,Admin,Upazilla,,,,,,,,,,,,
89.42237488,24.62910896,"Sherpur, Bogra", Bogra,Sherpur,Admin,Upazilla,,,,,,,,,,,,
90.00652313,25.02526188,"Sherpur Sadar, Sherpur", Sherpur,Sherpur Sadar,Admin,Upazilla,,,,,,,,,,,,
90.16955916,23.34426537,"Shibchar, Madaripur", Madaripur,Shib Char,Admin,Upazilla,,,,,,,,,,,,
89.81014622,23.83830436,"Shibalaya, Manikganj", Manikganj,Shibalaya,Admin,Upazilla,,,,,,,,,,,,
89.32056427,25.00566151,"Shibganj, Bogra", Bogra,Shibganj,Admin,Upazilla,,,,,,,,,,,,
88.15480684,24.70441168,"Shibganj, Nawabganj", Nawabganj,Shibganj,Admin,Upazilla,,,,,,,,,,,,
90.74532778,24.0259801,"Shibpur, Narsingdi", Narsingdi,Shibpur,Admin,Upazilla,,,,,,,,,,,,
