adm2,geom
Dhaka,"[[[[90.35087585449219, 23.87767555995429], [90.35293579101562, 23.877832529038052], [90.35465240478516, 23.879402209405217], [90.35619735717773, 23.881128835820622], [90.35791397094727, 23.882698476207683], [90.35877227783203, 23.885209861224173], [90.35791397094727, 23.888035111101665], [90.35757064819336, 23.890389438868787], [90.35928726196289, 23.89148811049623], [90.36083221435547, 23.89305762520431], [90.36323547363281, 23.893999324887197], [90.36684036254883, 23.895254913798347], [90.37010192871094, 23.896196597481914], [90.3731918334961, 23.896353544095845], [90.37593841552734, 23.897295219779323], [90.3786849975586, 23.898864664012965], [90.3816032409668, 23.899178550573794], [90.38434982299805, 23.898864664012965], [90.3870964050293, 23.896196597481914], [90.38932800292969, 23.893685425754754], [90.39155960083008, 23.889918576743234], [90.39241790771484, 23.885680740488173], [90.39310455322266, 23.883483289261406], [90.39379119873047, 23.88081490545854], [90.39688110351562, 23.88081490545854], [90.40014266967773, 23.88191365839404], [90.40426254272461, 23.88191365839404], [90.40718078613281, 23.882070622337565], [90.41027069091797, 23.882384549653413], [90.41250228881836, 23.883012402000375], [90.41439056396484, 23.884425058642652], [90.41662216186523, 23.885994659045423], [90.4200553894043, 23.887093367997664], [90.42314529418945, 23.88866293602913], [90.42520523071289, 23.891174205269195], [90.42760848999023, 23.89352847590283], [90.4310417175293, 23.895725756497264], [90.43464660644531, 23.897766055049548], [90.43739318847656, 23.89996326364219], [90.439453125, 23.900591030667897], [90.44408798217773, 23.89933549356848], [90.44837951660156, 23.89745216505989], [90.45129776000977, 23.89603965067751], [90.45490264892578, 23.895411861555125], [90.4585075378418, 23.894313223257797], [90.46005249023438, 23.89148811049623], [90.45988082885742, 23.888505980082908], [90.45936584472656, 23.885680740488173], [90.46125411987305, 23.88191365839404], [90.46245574951172, 23.879402209405217], [90.4643440246582, 23.876262829634182], [90.4669189453125, 23.872338497845263], [90.4698371887207, 23.86966988427877], [90.4720687866211, 23.86715819773698], [90.47344207763672, 23.864175506693375], [90.47515869140625, 23.86166371358729], [90.4749870300293, 23.857738939347506], [90.47464370727539, 23.853814046204285], [90.47378540039062, 23.849575028074316], [90.47258377075195, 23.84612091078513], [90.47361373901367, 23.84203865350203], [90.47550201416016, 23.839212400082285], [90.4782485961914, 23.835600986620936], [90.48030853271484, 23.8335597084385], [90.48219680786133, 23.83136137292868], [90.48460006713867, 23.831518398129255], [90.4863166809082, 23.83246054534087], [90.48700332641602, 23.830105164481036], [90.48717498779297, 23.828534886814467], [90.48803329467773, 23.826179434676966], [90.48734664916992, 23.823509870559736], [90.48648834228516, 23.82084025152134], [90.48648834228516, 23.818327618730915], [90.48580169677734, 23.81597198131313], [90.48528671264648, 23.81408744059987], [90.48460006713867, 23.811574677093244], [90.48425674438477, 23.809533020935255], [90.48494338989258, 23.807020169287064], [90.48357009887695, 23.804036094800438], [90.48254013061523, 23.80089488969289], [90.48151016235352, 23.79806774014946], [90.48116683959961, 23.793669829687037], [90.47962188720703, 23.79037129915711], [90.47687530517578, 23.787543920640775], [90.472412109375, 23.785344805941214], [90.47138214111328, 23.783459820874356], [90.47292709350586, 23.781260637086874], [90.4753303527832, 23.77890432746542], [90.47859191894531, 23.777647611541717], [90.4808235168457, 23.775762514884992], [90.48236846923828, 23.77324901017239], [90.48357009887695, 23.769164461421145], [90.48254013061523, 23.766493725590013], [90.48288345336914, 23.763351613249508], [90.48322677612305, 23.75989520204564], [90.48494338989258, 23.757538505413542], [90.48803329467773, 23.75612446695305], [90.48803329467773, 23.752667863831423], [90.48614501953125, 23.750311036358454], [90.48751831054688, 23.748111292229108], [90.48974990844727, 23.745754382285057], [90.49215316772461, 23.744340215845096], [90.49489974975586, 23.744497346207787], [90.49369812011719, 23.74119756878517], [90.49266815185547, 23.738997670732218], [90.49232482910156, 23.73648345604257], [90.49249649047852, 23.734126335709536], [90.49507141113281, 23.733497763086362], [90.49850463867188, 23.732083463598965], [90.50004959106445, 23.730354854493317], [90.50056457519531, 23.727054718902064], [90.49919128417969, 23.724540273801203], [90.49919128417969, 23.72249725144734], [90.4998779296875, 23.719511238114237], [90.50159454345703, 23.71699664753594], [90.5050277709961, 23.714482008472984], [90.5079460144043, 23.71291033443925], [90.50880432128906, 23.711024300602215], [90.48116683959961, 23.69357719517947], [90.48151016235352, 23.687760975138243], [90.4775619506836, 23.678328716367165], [90.47138214111328, 23.672511817334], [90.46623229980469, 23.670939638014282], [90.46142578125, 23.67062519988095], [90.45988082885742, 23.66810966758286], [90.46073913574219, 23.664650731631614], [90.45867919921875, 23.662449542924175], [90.45455932617188, 23.66103447347277], [90.45198440551758, 23.664650731631614], [90.44855117797852, 23.668581333576245], [90.44563293457031, 23.67298346744208], [90.44134140014648, 23.677071030408797], [90.43825149536133, 23.680058014792774], [90.4336166381836, 23.682258906957035], [90.43207168579102, 23.68508857096911], [90.42829513549805, 23.687132179076702], [90.42348861694336, 23.69216246279699], [90.41799545288086, 23.697978486778673], [90.41181564331055, 23.70347989259657], [90.40563583374023, 23.70725215112759], [90.39825439453125, 23.711181471130107], [90.3925895690918, 23.710709958978335], [90.3848648071289, 23.7081951987208], [90.3764533996582, 23.70772367577621], [90.37113189697266, 23.707409326199798], [90.3651237487793, 23.708509546403832], [90.36151885986328, 23.711967320929258], [90.3596305847168, 23.715896498911558], [90.35928726196289, 23.720768515220428], [90.35825729370117, 23.725954655138025], [90.35619735717773, 23.731612027025733], [90.35465240478516, 23.734912047224793], [90.35327911376953, 23.73789770777535], [90.35104751586914, 23.740569030275008], [90.34778594970703, 23.741511836903012], [90.34469604492188, 23.744968736158487], [90.34160614013672, 23.747797040034396], [90.33714294433594, 23.74905404426323], [90.33182144165039, 23.74905404426323], [90.32890319824219, 23.749839665744684], [90.32941818237305, 23.752982104271187], [90.33164978027344, 23.754867530982146], [90.3350830078125, 23.757852734096538], [90.33697128295898, 23.76083786875048], [90.33868789672852, 23.76350872066849], [90.34006118774414, 23.76602241357594], [90.34246444702148, 23.767750549280972], [90.34366607666016, 23.770107060977697], [90.34109115600586, 23.77262062640471], [90.33697128295898, 23.77372029600594], [90.33422470092773, 23.774348674461024], [90.33353805541992, 23.776705066628953], [90.33662796020508, 23.778747238639145], [90.3350830078125, 23.78173189388713], [90.3347396850586, 23.78471648062244], [90.33731460571289, 23.78691560595149], [90.33851623535156, 23.789585922405408], [90.33885955810547, 23.792256183997466], [90.33920288085938, 23.795240529083365], [90.33868789672852, 23.79775360862461], [90.34109115600586, 23.799167194504985], [90.34212112426758, 23.801837259201385], [90.34126281738281, 23.805449612314625], [90.33920288085938, 23.80890481258195], [90.33817291259766, 23.81204582395521], [90.33937454223633, 23.814401532618604], [90.340576171875, 23.81644311221666], [90.33920288085938, 23.818013536211915], [90.33576965332031, 23.818641700489906], [90.33645629882812, 23.821154327199807], [90.33748626708984, 23.822881729844475], [90.33988952636719, 23.82460910949492], [90.34160614013672, 23.826179434676966], [90.34246444702148, 23.828691915436455], [90.34040451049805, 23.831047321957268], [90.33851623535156, 23.833402685709128], [90.33885955810547, 23.836386085059267], [90.33971786499023, 23.838427318755006], [90.34074783325195, 23.840939562270407], [90.33851623535156, 23.84470783627317], [90.33645629882812, 23.84706295190193], [90.33714294433594, 23.84926102121543], [90.33851623535156, 23.85193005526536], [90.34109115600586, 23.855070024945906], [90.34383773803711, 23.857738939347506], [90.34675598144531, 23.86025080855958], [90.3486442565918, 23.863861535219026], [90.35036087036133, 23.866530268489296], [90.35053253173828, 23.86998384167086], [90.35053253173828, 23.872966398925893], [90.35018920898438, 23.87516402872517], [90.35087585449219, 23.87767555995429]]]]"
