Division,District ,Upazila Name,Union Name,BBSID,Latitude,Longitude
Sylhet,Sylhet,Zakiganj,Barahal,6919409,24.94320,92.22886
Sylhet,Sylhet,Zakiganj,Bara Thakuri,6919419,24.89103,92.48621
Sylhet,Sylhet,Zakiganj,Birasree,6919428,24.91027,92.31086
Sylhet,Sylhet,Zakiganj,Khas Kanakpur,6919438,24.93293,92.44952
Sylhet,Sylhet,Zakiganj,Kajalshar,6919447,24.96491,92.38072
Sylhet,Sylhet,Zakiganj,Kholachhara,6919457,24.88469,92.35559
Sylhet,Sylhet,Zakiganj,Manikpur,6919466,24.94962,92.42571
Sylhet,Sylhet,Zakiganj,Sultanpur,6919476,24.86928,92.43290
Sylhet,Sylhet,Zakiganj,Zakiganj,6919485,24.87565,92.37128
Sylhet,Sylhet,Sylhet Sadar,Hatkhola,6916222,24.97277,91.79343
Sylhet,Sylhet,Sylhet Sadar,Jalalabad,6916226,24.97665,91.76483
Sylhet,Sylhet,Sylhet Sadar,Kandigaon,6916230,24.91467,91.80528
Sylhet,Sylhet,Sylhet Sadar,Khadimnagar,6916235,24.95033,91.86420
Sylhet,Sylhet,Sylhet Sadar,Khadim Para,6916240,24.90819,91.94267
Sylhet,Sylhet,Sylhet Sadar,Mogalgaon,6916255,24.91006,91.74704
Sylhet,Sylhet,Sylhet Sadar,Tuker Bazar,6916290,24.91425,91.81629
Sylhet,Sylhet,Sylhet Sadar,Tultikar,6916295,24.89303,91.89646
Sylhet,Sylhet,Kanaighat,Bara Chatul,6915909,25.05026,92.19140
Sylhet,Sylhet,Kanaighat,Dakshin Banigram,6915919,24.94336,92.20250
Sylhet,Sylhet,Kanaighat,Jhingrabari,6915938,24.95184,92.16286
Sylhet,Sylhet,Kanaighat,Kanaighat,6915947,25.00396,92.25761
Sylhet,Sylhet,Kanaighat,Paschim Lakshmip Rasad,6915966,25.06243,92.26066
Sylhet,Sylhet,Kanaighat,Paschim Dighirpar,6915970,25.00132,92.28954
Sylhet,Sylhet,Kanaighat,Purba Lakshmi Prasad,6915972,25.01462,92.36396
Sylhet,Sylhet,Kanaighat,Purba Dighirpar,6915976,24.99417,92.33999
Sylhet,Sylhet,Kanaighat,Rajaganj,6915985,24.89770,92.06167
Sylhet,Sylhet,Jointiapur,Darbasta,6915331,25.06488,92.11626
Sylhet,Sylhet,Jointiapur,Fatehpur,6915345,24.99568,92.05029
Sylhet,Sylhet,Jointiapur,Nijpat,6915363,25.14156,92.12705
Sylhet,Sylhet,Jointiapur,Charikata,6915364,25.08166,92.16784
Sylhet,Sylhet,Jointiapur,Chiknagul,6915329,24.95485,92.01943
Sylhet,Sylhet,Jointiapur,Jointiapur,6915352,25.14298,92.12135
Sylhet,Sylhet,Gowainghat,Alirgaon,6914110,25.08247,92.05884
Sylhet,Sylhet,Gowainghat,Fatehpur,6914121,24.99789,91.99442
Sylhet,Sylhet,Gowainghat,Lengura,6914125,25.03801,91.99155
Sylhet,Sylhet,Gowainghat,Paschim Jaflong,6914162,25.14393,91.94294
Sylhet,Sylhet,Gowainghat,Purba Jaflong,6914171,25.15979,92.02080
Sylhet,Sylhet,Gowainghat,Rustampur,6914173,25.13496,91.90011
Sylhet,Sylhet,Gowainghat,Towakul,6914184,25.07244,91.87403
Sylhet,Sylhet,Gowainghat,Nandirgaon,6914153,24.99153,91.85281
Sylhet,Sylhet,Golapganj,Amura,6913806,24.83900,92.06006
Sylhet,Sylhet,Golapganj,Bagha,6913808,24.86656,92.00460
Sylhet,Sylhet,Golapganj,Bhadeshwar,6913817,24.75636,92.01946
Sylhet,Sylhet,Golapganj,Budbari Bazar,6913820,24.82926,92.08043
Sylhet,Sylhet,Golapganj,Dhaka Dakshin,6913825,24.80561,92.04829
Sylhet,Sylhet,Golapganj,Dakshin Bade Pasha,6913836,24.73071,92.02350
Sylhet,Sylhet,Golapganj,Fulbari,6913843,24.84990,91.97427
Sylhet,Sylhet,Golapganj,Golapganj,6913851,24.87649,92.04667
Sylhet,Sylhet,Golapganj,Lokshmi Pasha,6913860,24.80860,91.97151
Sylhet,Sylhet,Golapganj,Lakshanaband,6913869,24.80255,91.99885
Sylhet,Sylhet,Golapganj,Uttar Bade Pasha,6913877,24.75931,92.05877
Sylhet,Sylhet,Fenchuganj,Fenchuganj,6913523,24.69705,91.95129
Sylhet,Sylhet,Fenchuganj,Gilachhara,6913547,24.67410,91.99201
Sylhet,Sylhet,Fenchuganj,Maijgaon,6913571,24.67704,91.93809
Sylhet,Sylhet,Dakshin Surma,Baraikandi,6916214,24.87386,91.85438
Sylhet,Sylhet,Dakshin Surma,Daudpur,6916219,24.81377,91.92864
Sylhet,Sylhet,Dakshin Surma,Jalalpur,6916228,24.79326,91.85719
Sylhet,Sylhet,Dakshin Surma,Kuchai,6916245,24.86316,91.90529
Sylhet,Sylhet,Dakshin Surma,Lala Bazar,6916250,24.79864,91.81306
Sylhet,Sylhet,Dakshin Surma,Mogla Bazar,6916260,24.79739,91.91806
Sylhet,Sylhet,Dakshin Surma,Mollargaon,6916265,24.88339,91.83914
Sylhet,Sylhet,Dakshin Surma,Silam,6916275,24.82467,91.86857
Sylhet,Sylhet,Dakshin Surma,Tetli,6916285,24.85580,91.85554
Sylhet,Sylhet,Companiganj,Paschim Islampur,6912711,25.12941,91.75083
Sylhet,Sylhet,Companiganj,Uttar Ranikhali,6912747,25.17386,91.83238
Sylhet,Sylhet,Companiganj,Telikhal,6912771,25.07294,91.76753
Sylhet,Sylhet,Companiganj,Purba Islampur,6912784,25.12570,91.77902
Sylhet,Sylhet,Companiganj,Dakshin Ranikhail,6912786,25.04417,91.79715
Sylhet,Sylhet,Companiganj,Ishakalash,6912785,25.00214,91.70417
Sylhet,Sylhet,Biswanath,Alankari,6912010,24.85029,91.78895
Sylhet,Sylhet,Biswanath,Bishwanath,6912021,24.81064,91.75761
Sylhet,Sylhet,Biswanath,Dasghar,6912052,24.78447,91.67896
Sylhet,Sylhet,Biswanath,Lama Kazi,6912073,24.91170,91.73581
Sylhet,Sylhet,Biswanath,Rampasha,6912084,24.85890,91.73244
Sylhet,Sylhet,Biswanath,Deokalas,6912042,24.78522,91.72097
Sylhet,Sylhet,Biswanath,Daulatpur,6912031,24.83512,91.70217
Sylhet,Sylhet,Biswanath,Khazanchigaon,6912063,24.88038,91.77406
Sylhet,Sylhet,Beanibazar,Alinagar,6911708,24.88415,92.08089
Sylhet,Sylhet,Beanibazar,Beani Bazar,6911717,24.83041,92.16095
Sylhet,Sylhet,Beanibazar,Charkhai,6911725,24.90669,92.16634
Sylhet,Sylhet,Beanibazar,Dobhag,6911734,24.88178,92.21410
Sylhet,Sylhet,Beanibazar,Kurar Bazar,6911743,24.85127,92.13867
Sylhet,Sylhet,Beanibazar,Lauta,6911751,24.77367,92.16000
Sylhet,Sylhet,Beanibazar,Mathiura,6911760,24.82457,92.12030
Sylhet,Sylhet,Beanibazar,Muria,6911777,24.80733,92.18636
Sylhet,Sylhet,Beanibazar,Sheola,6911786,24.86276,92.18834
Sylhet,Sylhet,Beanibazar,Tilpara,6911794,24.79397,92.10605
Sylhet,Sylhet,Beanibazar,Bara Mollahpur,6911714,24.79654,92.15936
Sylhet,Sylhet,Balaganj,Balaganj,6910806,24.65927,91.83201
Sylhet,Sylhet,Balaganj,Boaljur Bazar,6910813,24.67209,91.78522
Sylhet,Sylhet,Balaganj,Burunga,6910820,24.67060,91.75076
Sylhet,Sylhet,Balaganj,Dayamir,6910827,24.77004,91.78780
Sylhet,Sylhet,Balaganj,Dewan Bazar,6910833,24.75239,91.83831
Sylhet,Sylhet,Balaganj,Goula Bazar,6910840,24.70891,91.73915
Sylhet,Sylhet,Balaganj,Omarpur,6910851,24.71832,91.70378
Sylhet,Sylhet,Balaganj,Osmanpur,6910855,24.72558,91.81329
Sylhet,Sylhet,Balaganj,Paschim Gauripur,6910860,24.70653,91.86272
Sylhet,Sylhet,Balaganj,Paschim Pailanpur,6910864,24.64049,91.69386
Sylhet,Sylhet,Balaganj,Purba Pailanpur,6910867,24.60684,91.74601
Sylhet,Sylhet,Balaganj,Purba Gauripur,6910870,24.65267,91.90379
Sylhet,Sylhet,Balaganj,Sadipur,6910881,24.65878,91.71804
Sylhet,Sylhet,Balaganj,Tajpur,6910888,24.72453,91.75718
Sylhet,Sunamganj,Tahirpur,Balijuri,6909210,25.10193,91.22258
Sylhet,Sunamganj,Tahirpur,Dakshin Sreepur,6909233,25.08791,91.07450
Sylhet,Sunamganj,Tahirpur,Dakshin Badal,6909243,25.15566,91.17221
Sylhet,Sunamganj,Tahirpur,Tahirpur,6909264,25.09569,91.16861
Sylhet,Sunamganj,Tahirpur,Uttar Badaghat,6909271,25.14367,91.21594
Sylhet,Sunamganj,Tahirpur,Uttar Badal,6909282,25.16770,91.21850
Sylhet,Sunamganj,Tahirpur,Uttar Sreepur,6909292,25.15168,91.13025
Sylhet,Sunamganj,Sunamganj Sadar,Aftabnagar,6908908,25.07387,91.44255
Sylhet,Sunamganj,Sunamganj Sadar,Gourararang,6908927,25.03942,91.34521
Sylhet,Sunamganj,Sunamganj Sadar,Rangar Char,6908972,25.08458,91.48483
Sylhet,Sunamganj,Sunamganj Sadar,Mollah Para,6908955,25.02313,91.43442
Sylhet,Sunamganj,Sunamganj Sadar,Mohanpur,6908950,25.00350,91.34948
Sylhet,Sunamganj,Sunamganj Sadar,Lakshmansree,6908939,25.02101,91.38493
Sylhet,Sunamganj,Sunamganj Sadar,Surma,6908972,25.07891,91.40117
Sylhet,Sunamganj,Sunamganj Sadar,Jahangirnagar,6908933,25.13974,91.41621
Sylhet,Sunamganj,Sulla,Atgaon,6908623,24.74047,91.23529
Sylhet,Sunamganj,Sulla,Habibpur,6908671,24.73953,91.30814
Sylhet,Sunamganj,Sulla,Bahara,6908647,24.67132,91.27101
Sylhet,Sunamganj,Sulla,Sulla,6908695,24.62359,91.24762
Sylhet,Sunamganj,Jamalganj,Beheli,6905013,25.03866,91.20994
Sylhet,Sunamganj,Jamalganj,Bhimkhali,6905027,24.95489,91.27374
Sylhet,Sunamganj,Jamalganj,Fenarbak,6905054,24.92230,91.19477
Sylhet,Sunamganj,Jamalganj,Jamalganj,6905067,24.99937,91.23042
Sylhet,Sunamganj,Jamalganj,Sachna Bazar,6905081,24.99734,91.26087
Sylhet,Sunamganj,Jagannathpur,Asharkandi,6904709,24.72007,91.63051
Sylhet,Sunamganj,Jagannathpur,Jagannathpur,6904728,24.77005,91.54911
Sylhet,Sunamganj,Jagannathpur,Kalkalia,6904738,24.82874,91.51187
Sylhet,Sunamganj,Jagannathpur,Mirpur,6904747,24.79188,91.64098
Sylhet,Sunamganj,Jagannathpur,Pailgaon,6904757,24.69054,91.59206
Sylhet,Sunamganj,Jagannathpur,Patali,6904766,24.79576,91.58931
Sylhet,Sunamganj,Jagannathpur,Raniganj,6904776,24.70747,91.53419
Sylhet,Sunamganj,Jagannathpur,Saidpur,6904785,24.75454,91.59802
Sylhet,Sunamganj,Jagannathpur,Haldipur,6904719,24.73943,91.51394
Sylhet,Sunamganj,Jamalganj,Dakshin Sukhairrajapur,6903221,24.88726,91.10845
Sylhet,Sunamganj,Jamalganj,Chamardani,6903223,25.04200,91.02361
Sylhet,Sunamganj,Jamalganj,Dakshin Bongshikunda,6903235,25.10815,91.00550
Sylhet,Sunamganj,Jamalganj,Dharmapasha,6903238,24.89770,91.01070
Sylhet,Sunamganj,Jamalganj,Joysree,6903247,24.95569,91.08291
Sylhet,Sunamganj,Jamalganj,Madhyanagar,6903257,25.04527,90.98609
Sylhet,Sunamganj,Jamalganj,Paikurati,6903266,24.97060,90.97133
Sylhet,Sunamganj,Jamalganj,Selborash,6903276,24.94061,90.99711
Sylhet,Sunamganj,Jamalganj,Uttar Sukhair Rajapur,6903285,24.93357,91.14556
Sylhet,Sunamganj,Jamalganj,Uttar Bangshikunda,6903290,25.16509,90.97129
Sylhet,Sunamganj,Derai,Bhati Para,6902909,24.87464,91.27794
Sylhet,Sunamganj,Derai,Charnar Char,6902919,24.78318,91.27312
Sylhet,Sunamganj,Derai,Derai Sarmangal,6902928,24.78780,91.35835
Sylhet,Sunamganj,Derai,Jagaddal,6902938,24.80002,91.44013
Sylhet,Sunamganj,Derai,Karimpur,6902947,24.83150,91.39026
Sylhet,Sunamganj,Derai,Kulanj,6902957,24.71058,91.41208
Sylhet,Sunamganj,Derai,Rafinagar,6902966,24.83373,91.24267
Sylhet,Sunamganj,Derai,Rajanagar,6902976,24.83244,91.33371
Sylhet,Sunamganj,Derai,Taral,6902985,24.72783,91.37195
Sylhet,Sunamganj,Doarabazar,Duhalia,6903332,25.02266,91.56889
Sylhet,Sunamganj,Doarabazar,Lakshmipur,6903361,25.11716,91.54243
Sylhet,Sunamganj,Doarabazar,Mannargaon,6903367,25.07071,91.47924
Sylhet,Sunamganj,Doarabazar,Pandergaon,6903378,25.00503,91.52763
Sylhet,Sunamganj,Doarabazar,Dowarbazar,6903393,25.05045,91.56274
Sylhet,Sunamganj,Doarabazar,Norshingpur,6903394,25.10538,91.65384
Sylhet,Sunamganj,Doarabazar,Banglabazar,6903395,25.11998,91.60744
Sylhet,Sunamganj,Dakshin Sunamganj,Shimulbak,6908978,24.94714,91.30621
Sylhet,Sunamganj,Dakshin Sunamganj,Joykalas,6908933,24.94726,91.39685
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Birgaon,6908989,24.85567,91.37551
Sylhet,Sunamganj,Dakshin Sunamganj,Patharia,6908961,24.91061,91.34574
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Birgoan,6908992,24.87603,91.43533
Sylhet,Sunamganj,Dakshin Sunamganj,Durgapasha,6908911,24.89053,91.47350
Sylhet,Sunamganj,Dakshin Sunamganj,Purba Pagla,6908994,24.92957,91.49235
Sylhet,Sunamganj,Dakshin Sunamganj,Paschim Pagla,6908990,24.93255,91.44958
Sylhet,Sunamganj,Chhatak,BHATGAON,6902307,24.85302,91.55269
Sylhet,Sunamganj,Chhatak,CHHATAK,6902309,25.03307,91.66162
Sylhet,Sunamganj,Chhatak,DULAR BAZAR,6902338,24.87788,91.62807
Sylhet,Sunamganj,Chhatak,DAKSHIN KHURMA,6902342,24.93792,91.58791
Sylhet,Sunamganj,Chhatak,JAWAR BAZAR,6902352,24.92382,91.55234
Sylhet,Sunamganj,Chhatak,KALARUKA,6902357,24.98843,91.66824
Sylhet,Sunamganj,Chhatak,NOARAI,6902376,25.03921,91.65565
Sylhet,Sunamganj,Chhatak,SAIDERGAON,6902385,24.92717,91.68630
Sylhet,Sunamganj,Chhatak,SAILA AFZALABAD,6902390,24.90564,91.67528
Sylhet,Sunamganj,Chhatak,SING CHAPAIR,6902392,24.89449,91.57458
Sylhet,Sunamganj,Chhatak,CHAR MOHOLLAH,6902310,24.95317,91.55891
Sylhet,Sunamganj,Chhatak,ISLAMPUR,6902347,25.05187,91.67578
Sylhet,Sunamganj,Chhatak,UTTAR KHURMA,6902394,24.95090,91.62636
Sylhet,Sunamganj,Biswamvarpur,Dakshin Badaghat,6901817,25.11974,91.26427
Sylhet,Sunamganj,Biswamvarpur,Fatehpur,6901834,25.05381,91.25512
Sylhet,Sunamganj,Biswamvarpur,Palash,6901877,25.12089,91.33407
Sylhet,Sunamganj,Biswamvarpur,Dhonpur,6901820,25.14813,91.32154
Sylhet,Sunamganj,Biswamvarpur,Salukabad,6901880,25.12690,91.36218
Sylhet,Moulvibazar,Sreemangal,Mirzapur,6588347,24.40670,91.63237
Sylhet,Moulvibazar,Sreemangal,Kalapur,6588328,24.38975,91.75788
Sylhet,Moulvibazar,Sreemangal,Sreemangal,6588385,24.33000,91.74009
Sylhet,Moulvibazar,Sreemangal,Kalighat,6588338,24.29476,91.74969
Sylhet,Moulvibazar,Sreemangal,Ashidron,6588309,24.28672,91.70946
Sylhet,Moulvibazar,Sreemangal,Bhunabir,6588319,24.30140,91.66153
Sylhet,Moulvibazar,Sreemangal,Satgoan,6588366,24.29906,91.64515
Sylhet,Moulvibazar,Sreemangal,Sindurkhan,6588376,24.26351,91.67123
Sylhet,Moulvibazar,Sreemangal,Rajghat,6588357,24.22572,91.69389
Sylhet,Moulvibazar,Rajnagar,Fatehpur,6588010,24.62996,91.84383
Sylhet,Moulvibazar,Rajnagar,Uttarbhag,6588084,24.62796,91.90667
Sylhet,Moulvibazar,Rajnagar,Munshi Bazar,6588042,24.58179,91.89804
Sylhet,Moulvibazar,Rajnagar,Panchgaon,6588052,24.55491,91.85215
Sylhet,Moulvibazar,Rajnagar,Tengra,6588073,24.51547,91.88286
Sylhet,Moulvibazar,Rajnagar,Mansurnagar,6588031,24.50953,91.83876
Sylhet,Moulvibazar,Rajnagar,Rajnagar,6588063,24.52754,91.85860
Sylhet,Moulvibazar,Rajnagar,Kamar Chak,6588021,24.48940,91.87671
Sylhet,Moulvibazar,Moulvibazar Sadar,Manumukh,6587465,24.57639,91.69228
Sylhet,Moulvibazar,Moulvibazar Sadar,Akhailkura,6587407,24.54175,91.73744
Sylhet,Moulvibazar,Moulvibazar Sadar,Kamalpur,6587443,24.53869,91.73598
Sylhet,Moulvibazar,Moulvibazar Sadar,Ekatuna,6587429,24.51855,91.77646
Sylhet,Moulvibazar,Moulvibazar Sadar,Kanakpur,6587451,24.50582,91.73308
Sylhet,Moulvibazar,Moulvibazar Sadar,Upper Kagabala,6587494,24.48876,91.63852
Sylhet,Moulvibazar,Moulvibazar Sadar,Amtail,6587414,24.48555,91.69237
Sylhet,Moulvibazar,Moulvibazar Sadar,Giasnagar,6587436,24.44180,91.73375
Sylhet,Moulvibazar,Moulvibazar Sadar,Mostafapur,6587480,24.45956,91.73349
Sylhet,Moulvibazar,Moulvibazar Sadar,Chandighat,6587421,24.49621,91.77449
Sylhet,Moulvibazar,Moulvibazar Sadar,Khalilpur,6587458,24.59204,91.68804
Sylhet,Moulvibazar,Moulvibazar Sadar,Nazirabad,6587487,24.44608,91.67530
Sylhet,Moulvibazar,Kulaura,Bhatera,6586507,24.62195,91.99242
Sylhet,Moulvibazar,Kulaura,Bhakshimail,6586511,24.59278,92.03240
Sylhet,Moulvibazar,Kulaura,Baramchal,6586505,24.59406,91.98912
Sylhet,Moulvibazar,Kulaura,Kadirpur,6586553,24.54573,92.01970
Sylhet,Moulvibazar,Kulaura,Joychandi,6586541,24.53366,92.07220
Sylhet,Moulvibazar,Kulaura,Brahman Bazar,6586517,24.51887,91.97565
Sylhet,Moulvibazar,Kulaura,Kulaura,6586565,24.52626,92.04025
Sylhet,Moulvibazar,Kulaura,Routhgaon,6586577,24.47702,92.00416
Sylhet,Moulvibazar,Kulaura,Prithempasha,6586571,24.44696,91.99659
Sylhet,Moulvibazar,Kulaura,Karmadha,6586559,24.43950,92.03786
Sylhet,Moulvibazar,Kulaura,Tilagaon,6586595,24.44416,91.95942
Sylhet,Moulvibazar,Kulaura,Sharifpur,6586589,24.36556,91.96085
Sylhet,Moulvibazar,Kulaura,Hajipur,6586535,24.42385,91.94279
Sylhet,Moulvibazar,Kamalganj,Rahimpur,6585676,24.42550,91.84285
Sylhet,Moulvibazar,Kamalganj,Patanushar,6585666,24.42984,91.90797
Sylhet,Moulvibazar,Kamalganj,Munshi Bazar,6585657,24.40071,91.87159
Sylhet,Moulvibazar,Kamalganj,Shamshernagar,6585685,24.38417,91.90028
Sylhet,Moulvibazar,Kamalganj,Alinagar,6585619,24.34209,91.87097
Sylhet,Moulvibazar,Kamalganj,Madhabpur,6585647,24.28921,91.83896
Sylhet,Moulvibazar,Kamalganj,Adampur,6585609,24.28332,91.86120
Sylhet,Moulvibazar,Kamalganj,Islampur,6585628,24.22727,91.86393
Sylhet,Moulvibazar,Kamalganj,Kamalganj,6585638,24.34541,91.83983
Sylhet,Moulvibazar,Juri,Jaifarnagar,6586547,24.59116,92.11971
Sylhet,Moulvibazar,Juri,Goalbari,6586529,24.56199,92.16047
Sylhet,Moulvibazar,Juri,Sagarnal,6586583,24.47972,92.14382
Sylhet,Moulvibazar,Juri,Fultala,6586523,24.45683,92.14663
Sylhet,Moulvibazar,Juri,Paschim Juri,6581455,24.60376,92.12927
Sylhet,Moulvibazar,Juri,Purba Juri,6581467,24.60155,92.20124
Sylhet,Moulvibazar,Juri,SUJANAGAR,6581477,24.66658,92.15032
Sylhet,Moulvibazar,Juri,DAKSHIN DAKSHINBAGH,6581431,24.64358,92.16362
Sylhet,Moulvibazar,Barlekha,UTTAR SHAHABAJPUR,6581485,24.80225,92.24078
Sylhet,Moulvibazar,Barlekha,DAKSHIN SHAHABAJPUR,6581429,24.74945,92.21331
Sylhet,Moulvibazar,Barlekha,NIJ BAHADURPUR,6581463,24.76712,92.19583
Sylhet,Moulvibazar,Barlekha,DASHER BAZAR,6581439,24.74207,92.15747
Sylhet,Moulvibazar,Barlekha,BARNI,6581415,24.75461,92.10621
Sylhet,Moulvibazar,Barlekha,TALIMPUR,6581494,24.70457,92.15900
Sylhet,Moulvibazar,Barlekha,UTTAR DAKSHINBHAG,6581480,24.67079,92.17923
Sylhet,Moulvibazar,Barlekha,BARLEKHA,6581407,24.70569,92.19461
Sylhet,Habiganj,Nabiganj,Auskandi,6367707,24.60915,91.63217
Sylhet,Habiganj,Nabiganj,Bausha,6367714,24.55694,91.54653
Sylhet,Habiganj,Nabiganj,Debpara,6367721,24.57243,91.60239
Sylhet,Habiganj,Nabiganj,Dighalbak,6367729,24.63446,91.62094
Sylhet,Habiganj,Nabiganj,Gaznaipur,6367743,24.50876,91.59798
Sylhet,Habiganj,Nabiganj,Nabiganj,6367780,24.56575,91.51897
Sylhet,Habiganj,Nabiganj,Inathganj,6367751,24.65011,91.57899
Sylhet,Habiganj,Nabiganj,Kalair Banga,6367758,24.48916,91.47376
Sylhet,Habiganj,Nabiganj,Kargaon,6367765,24.59951,91.49951
Sylhet,Habiganj,Nabiganj,Kurshi,6367773,24.57611,91.56360
Sylhet,Habiganj,Nabiganj,Paniunda,6367787,24.46765,91.57707
Sylhet,Habiganj,Nabiganj,Paschim Bara Bhakhair,6367794,24.65605,91.45447
Sylhet,Habiganj,Nabiganj,Purba Bara Bakhair,6367790,24.66021,91.53572
Sylhet,Habiganj,Madhabpur,Adair,6367108,24.08972,91.30406
Sylhet,Habiganj,Madhabpur,Bagasura,6367117,24.24204,91.35983
Sylhet,Habiganj,Madhabpur,Chhatiain,6367143,24.19445,91.32312
Sylhet,Habiganj,Madhabpur,Chowmohani,6367151,24.03871,91.35974
Sylhet,Habiganj,Madhabpur,Jagadishpur,6367169,24.15473,91.35804
Sylhet,Habiganj,Madhabpur,Madhabpur,6367177,24.12742,91.32247
Sylhet,Habiganj,Madhabpur,Noapara,6367186,24.17871,91.35882
Sylhet,Habiganj,Madhabpur,Shahjahanpur,6367194,24.12760,91.36878
Sylhet,Habiganj,Madhabpur,Bulla,6367134,24.15052,91.29740
Sylhet,Habiganj,Madhabpur,Bahara,6367125,24.06005,91.34756
Sylhet,Habiganj,Madhabpur,Dharmaghar,6367160,23.99416,91.35721
Sylhet,Habiganj,Lakhai,Bamai,6366813,24.28444,91.25623
Sylhet,Habiganj,Lakhai,Karab,6366840,24.31110,91.31765
Sylhet,Habiganj,Lakhai,Lakhai,6366854,24.28670,91.20571
Sylhet,Habiganj,Lakhai,Murakari,6366867,24.23570,91.24294
Sylhet,Habiganj,Lakhai,Muriauk,6366881,24.26555,91.27330
Sylhet,Habiganj,Lakhai,Bulla,6366827,24.31420,91.30457
Sylhet,Habiganj,Habiganj Sadar,Gopaya,6364409,24.34729,91.42555
Sylhet,Habiganj,Habiganj Sadar,Laskarpur,6364419,24.30551,91.46570
Sylhet,Habiganj,Habiganj Sadar,Lukhra,6364428,24.35233,91.36711
Sylhet,Habiganj,Habiganj Sadar,Nizampur,6364438,24.30141,91.43747
Sylhet,Habiganj,Habiganj Sadar,Nurpur,6364447,24.28387,91.36190
Sylhet,Habiganj,Habiganj Sadar,Poil,6364457,24.36788,91.44603
Sylhet,Habiganj,Habiganj Sadar,Raziura,6364466,24.31099,91.37126
Sylhet,Habiganj,Habiganj Sadar,Richi,6364476,24.36944,91.40877
Sylhet,Habiganj,Habiganj Sadar,Tegharia,6364495,24.39746,91.42532
Sylhet,Habiganj,Habiganj Sadar,Saistaganj,6364485,24.27990,91.45558
Sylhet,Habiganj,Chunarughat,Ahmadabad,6362609,24.13354,91.54753
Sylhet,Habiganj,Chunarughat,Chunarughat,6362619,24.22185,91.50670
Sylhet,Habiganj,Chunarughat,Gazipur,6362638,24.09565,91.58287
Sylhet,Habiganj,Chunarughat,Paik Para,6362657,24.19895,91.47779
Sylhet,Habiganj,Chunarughat,Ubahata,6362695,24.25210,91.47918
Sylhet,Habiganj,Chunarughat,Deorgachh,6362628,24.17652,91.50766
Sylhet,Habiganj,Chunarughat,Ranigaon,6362666,24.22382,91.55152
Sylhet,Habiganj,Chunarughat,Mirashi,6362647,24.16950,91.55863
Sylhet,Habiganj,Chunarughat,Shatiajuri,6362685,24.25353,91.53436
Sylhet,Habiganj,Chunarughat,Sankhola,6362676,24.23848,91.45237
Sylhet,Habiganj,Baniachong,Mandari UP,6361163,24.44466,91.30175
Sylhet,Habiganj,Baniachong,Sujatpur UP,6361188,24.36960,91.29318
Sylhet,Habiganj,Baniachong,Pailarkandi UP,6361175,24.41763,91.23192
Sylhet,Habiganj,Baniachong,Muradpur UP,6361169,24.45992,91.27051
Sylhet,Habiganj,Baniachong,Baraiuri UP,6361131,24.52028,91.40239
Sylhet,Habiganj,Baniachong,Makrampur UP,6361156,24.39339,91.36070
Sylhet,Habiganj,Baniachong,Subidpur UP,6361194,24.41786,91.40309
Sylhet,Habiganj,Baniachong,Pukhra UP,6361182,24.43980,91.43254
Sylhet,Habiganj,Baniachong,Khagaura UP,6361150,24.49208,91.45541
Sylhet,Habiganj,Baniachong,Daulatpur UP,6361137,24.68620,91.37985
Sylhet,Habiganj,Baniachong,Kagapasha UP,6361144,24.60520,91.41945
Sylhet,Habiganj,Baniachong,Uttar Paschim Baniyachang UP,6361112,24.52203,91.34907
Sylhet,Habiganj,Baniachong,Dakshin Purba Baniyachang UP,6361118,24.50616,91.36126
Sylhet,Habiganj,Baniachong,Uttar Purba Baniachang UP,6361106,24.52279,91.35640
Sylhet,Habiganj,Baniachong,Dakshin Paschim Baniyachan UP,6361125,24.50727,91.35149
Sylhet,Habiganj,Bahubal,Snanghat,6360583,24.41774,91.53468
Sylhet,Habiganj,Bahubal,Bahubal,6360511,24.34229,91.54043
Sylhet,Habiganj,Bahubal,Lamatashi,6360535,24.32377,91.48839
Sylhet,Habiganj,Bahubal,Bhadeshwar,6360523,24.31260,91.55344
Sylhet,Habiganj,Bahubal,Mirpur,6360547,24.29835,91.51634
Sylhet,Habiganj,Bahubal,Putijuri,6360559,24.40486,91.56524
Sylhet,Habiganj,Bahubal,Satkapan,6360571,24.36137,91.54085
Sylhet,Habiganj,Azmiriganj,Ajmiriganj,6360213,24.55817,91.23525
Sylhet,Sunamganj,Azmiriganj,Badalpur,6360227,24.64996,91.31704
Sylhet,Habiganj,Azmiriganj,Jalsuka,6360254,24.56919,91.28108
Sylhet,Habiganj,Azmiriganj,Kakailseo,6360267,24.50657,91.20966
Sylhet,Habiganj,Azmiriganj,Shibpasha,6360281,24.50838,91.29522
Rangpur,Thakurgaon,Ranisankail,Dharmagarh,1948631,25.99982,88.20225
Rangpur,Thakurgaon,Ranisankail,Lehemba,1948663,25.86249,88.29320
Rangpur,Thakurgaon,Ranisankail,Bachor,1948615,25.89591,88.27627
Rangpur,Thakurgaon,Ranisankail,Hossaingaon,1948647,25.90181,88.25216
Rangpur,Thakurgaon,Ranisankail,Nekmarad,1948679,25.98009,88.27067
Rangpur,Thakurgaon,Ranisankail,Rator,1948690,25.97264,88.31649
