Division,District ,Upazila Name,Union Name,BBSID,Latitude,Longitude
Dhaka,Shariatpur,Goshairhat,Samantasar,3863683,23.10678,90.42702
Dhaka,Shariatpur,Goshairhat,Kuchai Patti,3863651,23.06838,90.47441
Dhaka,Shariatpur,Naria,Noapara,3866588,23.37835,90.47771
Dhaka,Shariatpur,Naria,Char Atra,3866531,23.33848,90.46059
Dhaka,Shariatpur,Naria,Rajnagar,3866594,23.31137,90.35308
Dhaka,Shariatpur,Naria,Muktarer Char,3866569,23.30432,90.37964
Dhaka,Shariatpur,Naria,Nasasan,3866582,23.25949,90.35663
Dhaka,Shariatpur,Naria,Japsa,3866556,23.25889,90.39249
Dhaka,Shariatpur,Naria,Bhojeshwar,3866511,23.25256,90.39539
Dhaka,Shariatpur,Naria,Bijhari,3866518,23.23154,90.41443
Dhaka,Shariatpur,Naria,Fateh Jangpur,3866544,23.26801,90.40231
Dhaka,Shariatpur,Naria,Chamta,3866525,23.24049,90.44434
Dhaka,Shariatpur,Naria,Dinga Manik,3866537,23.25913,90.47318
Dhaka,Shariatpur,Naria,Bhumkhara,3866512,23.28101,90.43510
Dhaka,Shariatpur,Naria,Gharisar,3866550,23.29185,90.47285
Dhaka,Shariatpur,Naria,Kedarpur,3866563,23.30090,90.43859
Dhaka,Shariatpur,Naria,Naria Paurashava ,38665999,23.30041,90.41454
Dhaka,Shariatpur,Shariatpur Sadar,Chikandi,3866938,23.25592,90.31730
Dhaka,Shariatpur,Shariatpur Sadar,Domsar,3866957,23.24917,90.34793
Dhaka,Shariatpur,Shariatpur Sadar,Binodpur,3866919,23.22755,90.30428
Dhaka,Shariatpur,Shariatpur Sadar,Chitalia,3866947,23.19634,90.30635
Dhaka,Shariatpur,Shariatpur Sadar,Palong,3866966,23.21475,90.38566
Dhaka,Shariatpur,Shariatpur Sadar,Rudrakar,3866976,23.18048,90.35069
Dhaka,Shariatpur,Shariatpur Sadar,Angaria,3866917,23.18898,90.32974
Dhaka,Shariatpur,Shariatpur Sadar,Shaula Para,3866985,23.28159,90.33027
Dhaka,Shariatpur,Shariatpur Sadar,Chandrapur,3866928,23.24550,90.27408
Dhaka,Shariatpur,Shariatpur Sadar,Tulasar,3866995,23.21834,90.33533
Dhaka,Shariatpur,Shariatpur Sadar,Mahamudpur,3866962,23.22069,90.27864
Dhaka,Shariatpur,Janjira,Naodoba,3869465,23.39555,90.25558
Dhaka,Shariatpur,Janjira,Purba Naodoba,3869480,23.38768,90.29043
Dhaka,Shariatpur,Janjira,Paler Char,3869473,23.39128,90.31181
Dhaka,Shariatpur,Janjira,Bilaspur,3869429,23.31717,90.38197
Dhaka,Shariatpur,Janjira,Joynagar,3869443,23.28720,90.28051
Dhaka,Shariatpur,Janjira,Mulna,3869458,23.30420,90.31054
Dhaka,Shariatpur,Janjira,Bara Krishnanagar,3869421,23.35246,90.25172
Dhaka,Shariatpur,Janjira,Sener Char,3869487,23.33139,90.28754
Dhaka,Shariatpur,Janjira,Barakandi,3869414,23.36944,90.36315
Dhaka,Shariatpur,Janjira,Zanjira,3869494,23.33343,90.33378
Dhaka,Shariatpur,Janjira,Kunder Char,3869451,23.32211,90.41979
Dhaka,Shariatpur,Janjira,Bara Gopalpur,3869412,23.32316,90.25524
Dhaka,Rajbari,Baliakandi,Nawabpur,3820795,23.66879,89.50974
Dhaka,Rajbari,Baliakandi,Jangal,3820766,23.62121,89.51507
Dhaka,Rajbari,Baliakandi,Baliakandi,3820719,23.63190,89.55209
Dhaka,Rajbari,Baliakandi,Jamalpur,3820757,23.60046,89.61432
Dhaka,Rajbari,Baliakandi,Baharpur,3820709,23.63468,89.57491
Dhaka,Rajbari,Baliakandi,Islampur,3820747,23.68668,89.56358
Dhaka,Rajbari,Baliakandi,Narua,3820785,23.64225,89.48178
Dhaka,Rajbari,Goalanda,Chhota Bhakla,3822919,23.75412,89.72112
Dhaka,Rajbari,Goalanda,Ujan Char,3822976,23.70269,89.76846
Dhaka,Rajbari,Goalanda,Daulatdia,3822938,23.75282,89.77451
Dhaka,Rajbari,Goalanda,Debagram,3822957,23.75412,89.74804
Dhaka,Rajbari,Kalukhali,Madapur,3827360,23.74056,89.52884
Dhaka,Rajbari,Kalukhali,Majhbari,3827355,23.72550,89.51243
Dhaka,Rajbari,Kalukhali,Ratandia,3827385,23.76423,89.49385
Dhaka,Rajbari,Kalukhali,Kalikapur,3827330,23.78351,89.45867
Dhaka,Rajbari,Kalukhali,Mrigi,3827370,23.68042,89.45339
Dhaka,Rajbari,Kalukhali,Saorail,3827395,23.68738,89.40876
Dhaka,Rajbari,Kalukhali,Boalia,3827310,23.75200,89.46342
Dhaka,Rajbari,Pangsha,Bahadurpur,3827305,23.87343,89.37842
Dhaka,Rajbari,Pangsha,Jashai,3827325,23.83594,89.38354
Dhaka,Rajbari,Pangsha,Habaspur,3827320,23.83650,89.41403
Dhaka,Rajbari,Pangsha,Machh Para,3827350,23.79672,89.36047
Dhaka,Rajbari,Pangsha,Kalimahar,3827335,23.76608,89.34748
Dhaka,Rajbari,Pangsha,Sarisha,3827390,23.73799,89.37151
Dhaka,Rajbari,Pangsha,Kasba Majhail,3827340,23.71596,89.35129
Dhaka,Rajbari,Pangsha,Babupara,3827375,23.78145,89.40115
Dhaka,Rajbari,Pangsha,Maurat,3827365,23.73933,89.42093
Dhaka,Rajbari,Pangsha,Patta,3827380,23.71384,89.39315
Dhaka,Rajbari,Rajbari Sadar,Khanganj,3827645,23.77581,89.54332
Dhaka,Rajbari,Rajbari Sadar,Mizanpur,3827651,23.77379,89.60432
Dhaka,Rajbari,Rajbari Sadar,Chandani,3827632,23.77611,89.56325
Dhaka,Rajbari,Rajbari Sadar,Barat,3827621,23.75103,89.70786
Dhaka,Rajbari,Rajbari Sadar,Dadshi,3827636,23.76041,89.67770
Dhaka,Rajbari,Rajbari Sadar,Ramkantapur,3827680,23.73141,89.62482
Dhaka,Rajbari,Rajbari Sadar,Panchuria,3827665,23.71377,89.70659
Dhaka,Rajbari,Rajbari Sadar,Alipur,3827607,23.72121,89.66000
Dhaka,Rajbari,Rajbari Sadar,Banibaha,3827614,23.70013,89.62143
Dhaka,Rajbari,Rajbari Sadar,Khankhanapur,3827643,23.70451,89.71259
Dhaka,Rajbari,Rajbari Sadar,Shahid Wahabpur,3827687,23.68084,89.68911
Dhaka,Rajbari,Rajbari Sadar,Mulghar,3827658,23.66938,89.66086
Dhaka,Rajbari,Rajbari Sadar,Basantapur,3827629,23.63718,89.69517
Dhaka,Rajbari,Rajbari Sadar,Sultanpur,3827694,23.61950,89.71986
Dhaka,Narsingdi,Belabo,Amlaba,3680711,24.08036,90.85202
Dhaka,Narsingdi,Belabo,Bajnaba,3680713,24.11140,90.81742
Dhaka,Narsingdi,Belabo,Belabo,3680720,24.09845,90.86146
Dhaka,Narsingdi,Belabo,Binyabaid,3680725,24.14675,90.83824
Dhaka,Narsingdi,Belabo,Narayanpur,3680759,24.06658,90.88515
Dhaka,Narsingdi,Belabo,Patuli,3680771,24.15405,90.81216
Dhaka,Narsingdi,Belabo,Sallabad,3680783,24.07263,90.92900
Dhaka,Narsingdi,Belabo,Char Ujilabo,3680731,24.06144,90.86815
Dhaka,Narsingdi,Monohardi,Bara Chapa,3685206,24.20329,90.78728
Dhaka,Narsingdi,Monohardi,Chalak Char,3685227,24.18905,90.73630
Dhaka,Narsingdi,Monohardi,Chandanbari,3685233,24.14747,90.69994
Dhaka,Narsingdi,Monohardi,Char Mandalia,3685240,24.24257,90.76647
Dhaka,Narsingdi,Monohardi,Daulatpur,3685247,24.09351,90.66756
Dhaka,Narsingdi,Monohardi,Akduaria,3685254,24.09922,90.70763
Dhaka,Narsingdi,Monohardi,Gotashia,3685261,24.10833,90.77164
Dhaka,Narsingdi,Monohardi,Kanchikata,3685267,24.15858,90.75232
Dhaka,Narsingdi,Monohardi,Khidirpur,3685274,24.22000,90.72566
Dhaka,Narsingdi,Monohardi,Lebutala,3685281,24.19670,90.68927
Dhaka,Narsingdi,Monohardi,Shukundi,3685294,24.13630,90.70044
Dhaka,Narsingdi,Narsingdi Sadar,Alokbali,3686009,23.88387,90.80094
Dhaka,Narsingdi,Narsingdi Sadar,Amdia,3686011,23.89339,90.62683
Dhaka,Narsingdi,Narsingdi Sadar,Char Dighaldi,3686017,23.80861,90.76018
Dhaka,Narsingdi,Narsingdi Sadar,Hajipur,3686029,23.93057,90.74482
Dhaka,Narsingdi,Narsingdi Sadar,Karimpur,3686041,23.87782,90.77618
Dhaka,Narsingdi,Narsingdi Sadar,Kanthalia,3686047,23.81329,90.67118
Dhaka,Narsingdi,Narsingdi Sadar,Nuralapur,3686053,23.82831,90.65693
Dhaka,Narsingdi,Narsingdi Sadar,Mahishasura,3686059,23.87400,90.69391
Dhaka,Narsingdi,Narsingdi Sadar,Meher Para,3686065,23.87599,90.66910
Dhaka,Narsingdi,Narsingdi Sadar,Nazarpur,3686077,23.87089,90.72592
Dhaka,Narsingdi,Narsingdi Sadar,Paikar Char,3686083,23.83121,90.71370
Dhaka,Narsingdi,Narsingdi Sadar,Panchdona,3686089,23.91056,90.65978
Dhaka,Narsingdi,Narsingdi Sadar,Silmandi,3686095,23.89866,90.68293
Dhaka,Narsingdi,Narsingdi Sadar,Chinishpur,3686023,23.93731,90.72463
Dhaka,Narsingdi,Palash,Char Sindur,3686315,24.00921,90.66614
Dhaka,Narsingdi,Palash,Danga,3686331,23.89400,90.59776
Dhaka,Narsingdi,Palash,Gazaria,3686347,23.96948,90.70897
Dhaka,Narsingdi,Palash,Ghorashal,3686363,23.94287,90.62643
Dhaka,Narsingdi,Palash,Jinardi,3686379,23.93150,90.68114
Dhaka,Narsingdi,Raipura,Radhanagar,3686481,24.04965,90.90929
Dhaka,Narsingdi,Raipura,Musapur,3686464,24.03182,90.95175
Dhaka,Narsingdi,Raipura,Chandpur,3686427,23.95821,90.94755
Dhaka,Narsingdi,Raipura,Uttar Bakharnagar,3686494,24.03100,90.86527
Dhaka,Narsingdi,Raipura,Alipura,3686408,23.99938,90.87295
Dhaka,Narsingdi,Raipura,Chanderkandi,3686423,23.99660,90.87467
Dhaka,Narsingdi,Raipura,Sreenagar,3686491,23.96179,90.87099
Dhaka,Narsingdi,Raipura,Mirzapur,3686457,24.02142,90.92864
Dhaka,Narsingdi,Raipura,Roypura,3686484,23.98429,90.88384
Dhaka,Narsingdi,Raipura,Adiabad,3686406,23.97880,90.80937
Dhaka,Narsingdi,Raipura,Daukar Char,3686440,23.95993,90.78165
Dhaka,Narsingdi,Raipura,Mirzanagar,3686454,23.95382,90.81613
Dhaka,Narsingdi,Raipura,Char Subuddi,3686437,23.94451,90.81952
Dhaka,Narsingdi,Raipura,Amirganj,3686410,23.93366,90.77353
Dhaka,Narsingdi,Raipura,Char Aralia,3686430,23.89913,90.76645
Dhaka,Narsingdi,Raipura,Nilakhya,3686471,23.90550,90.83503
Dhaka,Narsingdi,Raipura,Paratali,3686478,23.95004,90.89844
Dhaka,Narsingdi,Raipura,Banshgari,3686416,23.91537,90.90716
Dhaka,Narsingdi,Raipura,Mirzar Char,3686461,23.89770,90.91370
Dhaka,Narsingdi,Raipura,Char Madhua,3686433,23.88673,90.88817
Dhaka,Narsingdi,Raipura,Maheshpur,3686447,24.02031,90.95718
Dhaka,Narsingdi,Raipura,Palashtali,3686474,23.99088,90.86679
Dhaka,Narsingdi,Raipura,Hairmara,3686444,23.92552,90.81726
Dhaka,Narsingdi,Raipura,Marjal,3686450,24.01399,90.83886
Dhaka,Narsingdi,Shibpur,Ayubpur,3687610,23.98388,90.76115
Dhaka,Narsingdi,Shibpur,Baghaba,3687621,24.00832,90.76546
Dhaka,Narsingdi,Shibpur,Dulalpur,3687642,24.05779,90.68972
Dhaka,Narsingdi,Shibpur,Josar,3687652,24.01574,90.82983
Dhaka,Narsingdi,Shibpur,Masimpur,3687673,24.04388,90.71332
Dhaka,Narsingdi,Shibpur,Putia,3687684,23.96257,90.73963
Dhaka,Narsingdi,Shibpur,Sadhar Char,3687694,24.00871,90.71121
Dhaka,Narsingdi,Shibpur,Joynagar,3687663,24.06543,90.81717
Dhaka,Narsingdi,Shibpur,Chak Radha,3687631,24.04720,90.74361
Dhaka,Narayanganj,Araihazar,Kala Paharia,3670255,23.69532,90.72049
Dhaka,Narayanganj,Araihazar,Khagakanda,3670263,23.72466,90.67802
Dhaka,Narayanganj,Araihazar,Uchitpur,3670294,23.74746,90.68792
Dhaka,Narayanganj,Araihazar,Haizadi,3670247,23.74810,90.66793
Dhaka,Narayanganj,Araihazar,Mahmudpur,3670271,23.77587,90.69413
Dhaka,Narayanganj,Araihazar,Brahmandi,3670223,23.78039,90.63517
Dhaka,Narayanganj,Araihazar,Duptara,3670231,23.78934,90.60734
Dhaka,Narayanganj,Araihazar,Fatehpur,3670239,23.78453,90.66921
Dhaka,Narayanganj,Araihazar,Bishnandi,3670215,23.78182,90.73140
Dhaka,Narayanganj,Araihazar,Sadasardi,3670279,23.80872,90.71658
Dhaka,Narayanganj,Araihazar,Satgram,3670287,23.84906,90.63272
Dhaka,Narayanganj,Araihazar,Araihazar,3670207,23.78843,90.66201
Dhaka,Narayanganj,Bandar,Madanpur,3670663,23.69900,90.55161
Dhaka,Narayanganj,Bandar,Dhamgar,3670631,23.67483,90.54271
Dhaka,Narayanganj,Bandar,Musapur,3670679,23.64677,90.56528
Dhaka,Narayanganj,Bandar,Kalagachhia,3670647,23.59496,90.53664
Dhaka,Narayanganj,Bandar,Bandar,3670615,23.63310,90.54454
Dhaka,Narayanganj,Narayanganj Sada,Kashipur,3675863,23.60315,90.48762
Dhaka,Narayanganj,Narayanganj Sada,Alirtek,3675820,23.58331,90.47377
Dhaka,Narayanganj,Narayanganj Sada,Baktaballi,3675825,23.59214,90.45514
Dhaka,Narayanganj,Narayanganj Sada,Gognagar,3675847,23.59220,90.50317
Dhaka,Narayanganj,Narayanganj Sada,Enayetnagar,3675831,23.63172,90.47594
Dhaka,Narayanganj,Narayanganj Sada,Fatullah,3675837,23.64242,90.47955
Dhaka,Narayanganj,Narayanganj Sada,Godnail,3675845,23.65801,90.51139
Dhaka,Narayanganj,Narayanganj Sada,Kutubpur,3675879,23.66573,90.46486
Dhaka,Narayanganj,Narayanganj Sada,Sumil Para,3675890,23.67127,90.52128
Dhaka,Narayanganj,Narayanganj Sada,Siddirganj,3675885,23.69222,90.52361
Dhaka,Narayanganj,Rupganj,Tarabo,3676887,23.72612,90.50923
Dhaka,Narayanganj,Rupganj,Kayet Para,3676855,23.77523,90.51250
Dhaka,Narayanganj,Rupganj,Mura Para,3676863,23.78774,90.52745
Dhaka,Narayanganj,Rupganj,Bhulta,3676815,23.78432,90.56607
Dhaka,Narayanganj,Rupganj,Golakandail,3676839,23.78289,90.57244
Dhaka,Narayanganj,Rupganj,Rupganj,3676879,23.82340,90.52587
Dhaka,Narayanganj,Rupganj,Kanchan,3676847,23.83291,90.55777
Dhaka,Narayanganj,Rupganj,Bholaba,3676807,23.87873,90.58885
Dhaka,Narayanganj,Rupganj,Daudpur,3676831,23.87751,90.57054
Dhaka,Narayanganj,Sonargaon,Shambhupura,3670486,23.60086,90.55172
Dhaka,Narayanganj,Sonargaon,Pirijpur,3670469,23.63362,90.60378
Dhaka,Narayanganj,Sonargaon,Mugra Para,3670451,23.63624,90.59274
Dhaka,Narayanganj,Sonargaon,Aminpur,3670408,23.66088,90.61199
Dhaka,Narayanganj,Sonargaon,Sanmandi,3670494,23.69399,90.58997
Dhaka,Narayanganj,Sonargaon,Baradi,3670425,23.70665,90.64200
Dhaka,Narayanganj,Sonargaon,Kachpur,3670443,23.70038,90.52713
Dhaka,Narayanganj,Sonargaon,Jampur,3670434,23.73582,90.60826
Dhaka,Narayanganj,Sonargaon,Sadipur,3670477,23.71758,90.57274
Dhaka,Narayanganj,Sonargaon,Noagaon,3670460,23.73682,90.63316
Dhaka,Narayanganj,Sonargaon,Baidyer Bazar,3670417,23.66640,90.62873
Dhaka,Munshiganj,Gazaria,Baluakandi,3592410,23.61613,90.64405
Dhaka,Munshiganj,Gazaria,Hossaindi,3592463,23.58755,90.60076
Dhaka,Munshiganj,Gazaria,Tenger Char,3592484,23.57528,90.62847
Dhaka,Munshiganj,Gazaria,Bhaber Char,3592431,23.55042,90.65321
Dhaka,Munshiganj,Gazaria,Gazaria,3592442,23.54197,90.60920
Dhaka,Munshiganj,Gazaria,Bausia,3592421,23.54047,90.66989
Dhaka,Munshiganj,Gazaria,Imampur,3592473,23.53116,90.64466
Dhaka,Munshiganj,Gazaria,Guagachhia,3592452,23.51235,90.66065
Dhaka,Munshiganj,Lohajang,Boltali,3594415,23.50169,90.35332
Dhaka,Munshiganj,Lohajang,Medini Mandal,3594487,23.48001,90.26144
Dhaka,Munshiganj,Lohajang,Haldia,3594439,23.48132,90.30332
Dhaka,Munshiganj,Lohajang,Kumarbhog,3594471,23.46802,90.29731
Dhaka,Munshiganj,Lohajang,Kanaksar,3594455,23.47274,90.32263
Dhaka,Munshiganj,Lohajang,Bejgaon,3594407,23.47448,90.34334
Dhaka,Munshiganj,Lohajang,Gaodia,3594431,23.46008,90.36775
Dhaka,Munshiganj,Lohajang,Khidir Para,3594463,23.50030,90.41103
Dhaka,Munshiganj,Lohajang,Kalma,3594447,23.45574,90.41137
Dhaka,Munshiganj,Lohajang,Lauhajong  Teotia,3594494,23.47124,90.33611
Dhaka,Munshiganj,Munshiganj Sadar,Panchasar,3595676,23.55532,90.51506
Dhaka,Munshiganj,Munshiganj Sadar,Rampal,3595685,23.53726,90.50023
Dhaka,Munshiganj,Munshiganj Sadar,Bajra Jogini,3595619,23.51624,90.49570
Dhaka,Munshiganj,Munshiganj Sadar,Char Kewar,3595628,23.51187,90.55052
Dhaka,Munshiganj,Munshiganj Sadar,Mahakali,3595647,23.50839,90.51624
Dhaka,Munshiganj,Munshiganj Sadar,Mollahkandi,3595657,23.48082,90.53220
Dhaka,Munshiganj,Munshiganj Sadar,Adhara,3595609,23.45118,90.55119
Dhaka,Munshiganj,Munshiganj Sadar,Char Silai,3595638,23.42811,90.51413
Dhaka,Munshiganj,Munshiganj Sadar,Bangla Bazar,3595696,23.42127,90.54188
Dhaka,Munshiganj,Sirajdikhan,Chitrakot,3597427,23.64043,90.28479
Dhaka,Munshiganj,Sirajdikhan,Rajanagar,3597481,23.63136,90.29962
Dhaka,Munshiganj,Sirajdikhan,Sekharnagar,3597494,23.61780,90.27565
Dhaka,Munshiganj,Sirajdikhan,Kayain,3597447,23.61703,90.32630
Dhaka,Munshiganj,Sirajdikhan,Latabdi,3597461,23.60735,90.39110
Dhaka,Munshiganj,Sirajdikhan,Balur Char,3597406,23.60954,90.42369
Dhaka,Munshiganj,Sirajdikhan,Bayaragadi,3597420,23.58155,90.41586
Dhaka,Munshiganj,Sirajdikhan,Kola,3597454,23.56055,90.34371
Dhaka,Munshiganj,Sirajdikhan,Ichhapur,3597433,23.55138,90.39352
Dhaka,Munshiganj,Sirajdikhan,Malkhanagar,3597474,23.55583,90.43539
Dhaka,Munshiganj,Sirajdikhan,Madhyapara,3597467,23.53492,90.40244
Dhaka,Munshiganj,Sirajdikhan,Jainsar,3597440,23.53249,90.38626
Dhaka,Munshiganj,Sirajdikhan,Basail,3597413,23.60289,90.35602
Dhaka,Munshiganj,Sirajdikhan,Rasunia,3597488,23.57557,90.37185
Dhaka,Munshiganj,Sreenagar,Baraikhali,3598420,23.61377,90.24988
Dhaka,Munshiganj,Sreenagar,Hasara,3598440,23.59187,90.30814
Dhaka,Munshiganj,Sreenagar,Birtara,3598481,23.57362,90.32802
Dhaka,Munshiganj,Sreenagar,Atpara,3598406,23.55044,90.31871
Dhaka,Munshiganj,Sreenagar,Tantar,3598494,23.53083,90.34625
Dhaka,Munshiganj,Sreenagar,Patabhog,3598461,23.53413,90.29075
Dhaka,Munshiganj,Sreenagar,Kukutia,3598454,23.50242,90.31613
Dhaka,Munshiganj,Sreenagar,Rarikhal,3598467,23.51958,90.24968
Dhaka,Munshiganj,Sreenagar,Shayamsiddhi,3598488,23.53860,90.27206
Dhaka,Munshiganj,Sreenagar,Bhagyakul,3598427,23.51515,90.20743
Dhaka,Munshiganj,Sreenagar,Baghra,3598413,23.52589,90.18365
Dhaka,Munshiganj,Sreenagar,Shologhar,3598474,23.55440,90.29457
Dhaka,Munshiganj,Sreenagar,Sreenagar,3598433,23.53925,90.28409
Dhaka,Munshiganj,Sreenagar,Kola para,3598447,23.51030,90.26785
Dhaka,Munshiganj,Tongibari,Abdullahpur,3599407,23.54821,90.47464
Dhaka,Munshiganj,Tongibari,Betka,3599431,23.54654,90.46316
Dhaka,Munshiganj,Tongibari,Autshahi,3599423,23.52237,90.43523
Dhaka,Munshiganj,Tongibari,Sonarang Tongibari,3599494,23.51880,90.46776
Dhaka,Munshiganj,Tongibari,Kathadia Shimulia,3599479,23.50088,90.48330
Dhaka,Munshiganj,Tongibari,Dhipur,3599439,23.48759,90.46729
Dhaka,Munshiganj,Tongibari,Jashalong,3599463,23.45875,90.48957
Dhaka,Munshiganj,Tongibari,Panchgaon,3599487,23.45828,90.45014
Dhaka,Munshiganj,Tongibari,Kamarkhara,3599471,23.44275,90.47085
Dhaka,Munshiganj,Tongibari,Hasail Banari,3599455,23.43327,90.44528
Dhaka,Munshiganj,Tongibari,Dighir Para,3599447,23.43137,90.49046
Dhaka,Munshiganj,Tongibari,Arial-Baligaon,3599415,23.49476,90.41367
Dhaka,Manikganj,Daulatpur,Bachamara,3561009,23.98365,89.76737
Dhaka,Manikganj,Daulatpur,Baghutia,3561019,23.93616,89.78740
Dhaka,Manikganj,Daulatpur,Jiyanpur,3561066,23.95314,89.80045
Dhaka,Manikganj,Daulatpur,Chak Mirpur,3561028,23.96908,89.83415
Dhaka,Manikganj,Daulatpur,Kalia,3561076,23.96449,89.88752
Dhaka,Manikganj,Daulatpur,Dhamsar,3561057,23.95404,89.92039
Dhaka,Manikganj,Daulatpur,Khalsi,3561085,23.91980,89.81435
Dhaka,Manikganj,Daulatpur,Char Katari,3561038,24.02372,89.77937
Dhaka,Manikganj,Ghior,Baratia,3562235,23.86876,89.84065
Dhaka,Manikganj,Ghior,Nali,3562259,23.80901,89.96069
Dhaka,Manikganj,Ghior,Baniajuri,3562223,23.84275,89.94442
Dhaka,Manikganj,Ghior,Baliakhora,3562211,23.86276,89.91797
Dhaka,Manikganj,Ghior,Singjuri,3562283,23.91292,89.92373
Dhaka,Manikganj,Ghior,Paila,3562271,23.93238,89.88159
Dhaka,Manikganj,Ghior,Ghior,3562247,23.90136,89.87434
Dhaka,Manikganj,Harirampur,Kanchanpur,3562873,23.75676,89.88201
Dhaka,Manikganj,Harirampur,Balla,3562814,23.76763,89.89978
Dhaka,Manikganj,Harirampur,Gopinathpur,3562858,23.76944,89.91595
Dhaka,Manikganj,Harirampur,Galla,3562851,23.77208,89.91595
Dhaka,Manikganj,Harirampur,Lesraganj,3562880,23.68253,89.91216
Dhaka,Manikganj,Harirampur,Ramkrishnapur,3562887,23.73565,89.93026
Dhaka,Manikganj,Harirampur,Sutalari,3562894,23.68108,89.97444
Dhaka,Manikganj,Harirampur,Azimnagar,3562807,23.65752,89.99302
Dhaka,Manikganj,Harirampur,Dhulsunra,3562843,23.69256,90.03661
Dhaka,Manikganj,Harirampur,Harukandi,3562865,23.74015,90.00338
Dhaka,Manikganj,Harirampur,Balara,3562821,23.75149,90.01403
Dhaka,Manikganj,Harirampur,Boyra,3562829,23.73274,89.96965
Dhaka,Manikganj,Harirampur,Chala,3562836,23.75750,89.96039
Dhaka,Manikganj,Manikganj Sadar,Hati Para,3564639,23.74677,90.04605
Dhaka,Manikganj,Manikganj Sadar,Bhararia,3564615,23.77308,90.01921
Dhaka,Manikganj,Manikganj Sadar,Putail,3564694,23.80411,90.02464
Dhaka,Manikganj,Manikganj Sadar,Betila Mitara,3564607,23.83311,90.03554
Dhaka,Manikganj,Manikganj Sadar,Nabagram,3564687,23.83394,89.98372
Dhaka,Manikganj,Manikganj Sadar,Atigram,3564609,23.87008,90.09518
Dhaka,Manikganj,Manikganj Sadar,Krishnapur,3564671,23.86243,90.07575
Dhaka,Manikganj,Manikganj Sadar,Jaigir,3564655,23.88036,90.02975
Dhaka,Manikganj,Manikganj Sadar,Dighi,3564623,23.87549,89.96811
Dhaka,Manikganj,Manikganj Sadar,Garpara,3564631,23.90021,89.99076
Dhaka,Manikganj,Saturia,Tilli,3567095,23.93872,89.95866
Dhaka,Manikganj,Saturia,Baraid,3567028,23.99311,89.95803
Dhaka,Manikganj,Saturia,Dighalia,3567047,24.01515,89.97511
Dhaka,Manikganj,Saturia,Daragram,3567038,23.97219,89.99192
Dhaka,Manikganj,Saturia,Fukurhati,3567066,23.93065,90.01373
Dhaka,Manikganj,Saturia,Hargaz,3567076,23.95344,90.01546
Dhaka,Manikganj,Saturia,Saturia,3567085,23.97010,90.03716
Dhaka,Manikganj,Saturia,Dhankora,3567057,23.91731,90.05237
Dhaka,Manikganj,Saturia,Baliati,3567019,23.99147,90.04886
Dhaka,Manikganj,Shibalay,Teota,3567859,23.86134,89.78060
Dhaka,Manikganj,Shibalay,Shibalaya,3567847,23.83623,89.79021
Dhaka,Manikganj,Shibalay,Uthali,3567883,23.84739,89.82433
Dhaka,Manikganj,Shibalay,Mohadevpur,3567823,23.84787,89.88770
Dhaka,Manikganj,Shibalay,Shimulia,3567835,23.81558,89.87750
Dhaka,Manikganj,Shibalay,Ulail,3567871,23.79746,89.83706
Dhaka,Manikganj,Shibalay,Arua,3567811,23.76325,89.86564
Dhaka,Manikganj,Singair,Baldhara,3568217,23.78159,90.11292
Dhaka,Manikganj,Singair,Jamsha,3568269,23.74072,90.09878
Dhaka,Manikganj,Singair,Charigram,3568234,23.76188,90.13204
Dhaka,Manikganj,Singair,Saista,3568277,23.76612,90.16567
Dhaka,Manikganj,Singair,Jamirta,3568260,23.76423,90.19679
Dhaka,Manikganj,Singair,Chandhar,3568225,23.74266,90.21869
Dhaka,Manikganj,Singair,Dhalla,3568243,23.80854,90.22944
Dhaka,Manikganj,Singair,Joymantap,3568251,23.80803,90.18572
Dhaka,Manikganj,Singair,Singair,3568286,23.81501,90.15046
Dhaka,Manikganj,Singair,Talibpur,3568294,23.84188,90.13490
Dhaka,Manikganj,Singair,Boyra,3568208,23.82692,90.09281
Dhaka,Madaripur,Kalkini,Nabagram,3544075,23.05473,90.14028
Dhaka,Madaripur,Kalkini,Baligram,3544014,23.12131,90.18734
Dhaka,Madaripur,Kalkini,Laxmipur,3544069,23.13159,90.30580
Dhaka,Madaripur,Kalkini,Alinagar,3544006,23.11442,90.25953
Dhaka,Madaripur,Kalkini,Banshgari,3544018,23.09752,90.33265
Dhaka,Madaripur,Kalkini,Enayetnagar,3544037,23.08978,90.28734
Dhaka,Madaripur,Kalkini,Kalkini,3544050,23.07341,90.24488
Dhaka,Madaripur,Kalkini,Kayaria,3544056,22.99683,90.29017
Dhaka,Madaripur,Kalkini,Ramjanpur,3544082,22.99952,90.23571
Dhaka,Madaripur,Kalkini,Sahebrampur,3544088,23.02041,90.28786
Dhaka,Madaripur,Kalkini,Gopalpur,3544044,23.08696,90.20449
Dhaka,Madaripur,Kalkini,Kazibakai,3544063,23.09403,90.17713
Dhaka,Madaripur,Kalkini,Dasar,3544031,23.06616,90.15222
Dhaka,Madaripur,Kalkini,Shikar Mangal,3544094,23.05393,90.28148
Dhaka,Madaripur,Kalkini,Char Daulatkhan,3544025,23.04276,90.27206
Dhaka,Madaripur,Madaripur Sadar,Dhurail,3545417,23.25307,90.15294
Dhaka,Madaripur,Madaripur Sadar,Bahadurpur,3545405,23.23730,90.14343
Dhaka,Madaripur,Madaripur Sadar,Chilar Char,3545411,23.26208,90.22883
